measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-24T12:00:00,119t,19.5,,14.0,1.3,0.0,2.0,37
2026-08-24T12:00:00,02t,9.5,,,,,,16
2026-08-24T12:00:00,03t,13.3,,,,,,22
2026-08-24T12:00:00,05t,10.2,,,,,,17
2026-08-24T12:00:00,12t,10.1,,,,,,17
2026-08-24T12:00:00,50t,12.9,,,,,,22
2026-08-24T12:00:00,52t,12.8,,,,,,21
2026-08-24T12:00:00,53t,12.7,,,,,,21
2026-08-24T12:00:00,54t,13.4,,,,,,22
2026-08-24T12:00:00,59t,8.8,17.0,10.0,0.8,5.0,,15
2026-08-24T12:00:00,61t,9.6,,,,,,16
2026-08-24T12:00:00,bkp100t,6.4,,,,,,11
2026-08-24T12:00:00,bkp101t,12.9,18.0,,,,,22
2026-08-24T12:00:00,bkp102t,9.1,36.0,,,,,18
2026-08-24T12:00:00,bkp103t,11.2,,,,,,19
2026-08-24T12:00:00,bkp104t,10.1,23.0,,,,,17
2026-08-24T12:00:00,bkp105t,18.2,,,,,,34
2026-08-24T12:00:00,bkp114t,7.8,,,,,,13
2026-08-24T12:00:00,bkp115t,7.8,,,,,,13
2026-08-24T12:00:00,bkp116t,8.0,,,,,,13
2026-08-24T12:00:00,bkp117t,6.9,,,,,,12
2026-08-24T12:00:00,bkp118t,11.2,,,,,,19
2026-08-24T12:00:00,bkp119t,9.4,,,,,,16
2026-08-24T12:00:00,bkp120t,8.7,,,,,,15
2026-08-24T12:00:00,bkp121t,8.6,,,,,,14
2026-08-24T12:00:00,bkp122t,7.9,,,,,,13
2026-08-24T12:00:00,bkp123t,6.7,,,,,,11
2026-08-24T12:00:00,bkp124t,12.9,,,,,,22
2026-08-24T12:00:00,bkp125t,12.5,,,,,,21
2026-08-24T12:00:00,bkp126t,10.4,,,,,,17
2026-08-24T12:00:00,bkp127t,15.8,,,,,,28
2026-08-24T12:00:00,bkp128t,8.0,,,,,,13
2026-08-24T12:00:00,bkp129t,8.3,,,,,,14
2026-08-24T12:00:00,bkp130t,7.4,,,,,,12
2026-08-24T12:00:00,bkp131t,7.5,,,,,,13
2026-08-24T12:00:00,bkp133t,9.6,,,,,,16
2026-08-24T12:00:00,bkp56t,11.3,48.0,,,,,24
2026-08-24T12:00:00,bkp57t,10.5,35.0,,,,,18
2026-08-24T12:00:00,bkp58t,16.3,56.0,,,,,30
2026-08-24T12:00:00,bkp59t,7.4,37.0,,,,,19
2026-08-24T12:00:00,bkp60t,8.8,32.0,,,,,16
2026-08-24T12:00:00,bkp61t,9.7,21.0,,,,,16
2026-08-24T12:00:00,bkp62t,18.2,,,,,,34
2026-08-24T12:00:00,bkp63t,11.1,,,,,,19
2026-08-24T12:00:00,bkp64t,18.3,,,,,,34
2026-08-24T12:00:00,bkp65t,13.7,,,,,,23
2026-08-24T12:00:00,bkp66t,11.2,,,,,,19
2026-08-24T12:00:00,bkp67t,12.7,,,,,,21
2026-08-24T12:00:00,bkp69t,13.2,,,,,,22
2026-08-24T12:00:00,bkp70t,7.7,26.0,,,,,13
2026-08-24T12:00:00,bkp71t,7.2,27.0,,,,,14
2026-08-24T12:00:00,bkp72t,11.3,46.0,,,,,23
2026-08-24T12:00:00,bkp73t,10.9,,,,,,18
2026-08-24T12:00:00,bkp74t,7.1,24.0,,,,,12
2026-08-24T12:00:00,bkp75t,14.6,40.0,,,,,24
2026-08-24T12:00:00,bkp76t,8.2,,,,,,14
2026-08-24T12:00:00,bkp77t,8.8,24.0,,,,,15
2026-08-24T12:00:00,bkp78t,19.0,,,,,,35
2026-08-24T12:00:00,bkp79t,14.5,31.0,,,,,24
2026-08-24T12:00:00,bkp80t,15.8,66.0,,,,,38
2026-08-24T12:00:00,bkp81t,19.3,69.0,,,,,41
2026-08-24T12:00:00,bkp82t,10.0,,,,,,17
2026-08-24T12:00:00,bkp83t,7.3,,,,,,12
2026-08-24T12:00:00,bkp84t,16.4,39.0,,,,,29
2026-08-24T12:00:00,bkp85t,13.9,,,,,,23
2026-08-24T12:00:00,bkp86t,11.1,22.0,,,,,19
2026-08-24T12:00:00,bkp87t,9.6,21.0,,,,,16
2026-08-24T12:00:00,bkp88t,13.7,,,,,,23
2026-08-24T12:00:00,bkp89t,13.9,40.0,,,,,23
2026-08-24T12:00:00,bkp90t,15.4,41.0,,,,,27
2026-08-24T12:00:00,bkp91t,8.5,36.0,,,,,18
2026-08-24T12:00:00,bkp92t,14.5,,,,,,24
2026-08-24T12:00:00,bkp93t,7.7,25.0,,,,,13
2026-08-24T12:00:00,bkp94t,12.8,,,,,,21
2026-08-24T12:00:00,bkp95t,12.5,,,,,,21
2026-08-24T12:00:00,bkp96t,11.8,23.0,,,,,20
2026-08-24T12:00:00,bkp97t,13.5,,,,,,23
2026-08-24T12:00:00,bkp98t,18.7,,,,,,35
2026-08-24T12:00:00,bkp99t,8.1,17.0,,,,,14
2026-08-24T12:00:00,o10,9.9,,,,,,17
2026-08-24T12:00:00,79t,15.3,,,,,,26
2026-08-24T12:00:00,107t,9.8,,22.0,0.2,1.0,80.0,20
2026-08-24T12:00:00,94t,11.4,23.0,,,,,19
2026-08-24T12:00:00,46t,16.4,,,,,,29
2026-08-24T12:00:00,100t,5.1,32.0,12.0,0.0,4.0,0.0,16
2026-08-24T12:00:00,60t,13.9,,,,,,23
2026-08-24T12:00:00,33t,6.5,,,,,,11
2026-08-24T12:00:00,34t,19.6,,,,,,37
2026-08-24T12:00:00,o61,7.2,,,,,,12
2026-08-24T12:00:00,117t,14.6,,10.0,0.2,4.0,2.0,24
2026-08-24T12:00:00,108t,8.7,,20.0,2.1,1.0,2.0,15
