measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-23T20:00:00,119t,19.3,,35.0,1.3,1.0,2.0,36
2026-08-23T20:00:00,02t,10.2,,,,,,17
2026-08-23T17:00:00,03t,13.4,,,,,,22
2026-08-23T17:00:00,05t,10.6,,,,,,18
2026-08-23T17:00:00,12t,10.4,,,,,,17
2026-08-23T20:00:00,50t,12.8,,,,,,21
2026-08-23T20:00:00,52t,12.4,,,,,,21
2026-08-23T20:00:00,53t,12.2,,,,,,20
2026-08-23T17:00:00,54t,13.3,,,,,,22
2026-08-23T20:00:00,59t,8.8,18.0,19.0,0.8,13.0,,15
2026-08-23T20:00:00,61t,10.4,,,,,,17
2026-08-23T20:00:00,bkp100t,7.8,,,,,,13
2026-08-23T20:00:00,bkp101t,14.1,22.0,,,,,24
2026-08-23T20:00:00,bkp102t,9.9,34.0,,,,,17
2026-08-23T20:00:00,bkp103t,12.5,,,,,,21
2026-08-23T20:00:00,bkp104t,10.0,22.0,,,,,17
2026-08-23T20:00:00,bkp105t,19.2,,,,,,36
2026-08-23T19:00:00,bkp114t,7.2,,,,,,12
2026-08-23T20:00:00,bkp115t,7.2,,,,,,12
2026-08-23T20:00:00,bkp116t,10.2,,,,,,17
2026-08-23T20:00:00,bkp117t,7.1,,,,,,12
2026-08-23T20:00:00,bkp118t,12.8,,,,,,21
2026-08-23T20:00:00,bkp119t,8.6,,,,,,14
2026-08-23T20:00:00,bkp120t,8.8,,,,,,15
2026-08-23T20:00:00,bkp121t,8.7,,,,,,15
2026-08-23T20:00:00,bkp122t,7.1,,,,,,12
2026-08-23T20:00:00,bkp123t,7.2,,,,,,12
2026-08-23T20:00:00,bkp124t,12.6,,,,,,21
2026-08-23T20:00:00,bkp125t,13.2,,,,,,22
2026-08-23T20:00:00,bkp126t,11.2,,,,,,19
2026-08-23T20:00:00,bkp127t,16.4,,,,,,29
2026-08-23T20:00:00,bkp128t,8.0,,,,,,13
2026-08-23T20:00:00,bkp129t,10.4,,,,,,17
2026-08-23T20:00:00,bkp130t,7.5,,,,,,13
2026-08-23T20:00:00,bkp131t,7.3,,,,,,12
2026-08-23T20:00:00,bkp133t,11.0,,,,,,18
2026-08-23T20:00:00,bkp56t,11.8,46.0,,,,,23
2026-08-23T20:00:00,bkp57t,12.0,36.0,,,,,20
2026-08-23T20:00:00,bkp58t,15.5,54.0,,,,,28
2026-08-23T20:00:00,bkp59t,7.2,34.0,,,,,17
2026-08-23T20:00:00,bkp60t,8.6,33.0,,,,,17
2026-08-23T20:00:00,bkp61t,12.1,30.0,,,,,20
2026-08-23T20:00:00,bkp62t,15.7,,,,,,27
2026-08-23T20:00:00,bkp63t,11.2,,,,,,19
2026-08-23T20:00:00,bkp64t,18.1,,,,,,33
2026-08-23T20:00:00,bkp65t,12.7,,,,,,21
2026-08-23T19:00:00,bkp66t,11.8,,,,,,20
2026-08-23T20:00:00,bkp67t,13.3,,,,,,22
2026-08-23T20:00:00,bkp69t,14.1,,,,,,24
2026-08-23T20:00:00,bkp70t,8.3,25.0,,,,,14
2026-08-23T20:00:00,bkp71t,8.6,29.0,,,,,15
2026-08-23T20:00:00,bkp72t,13.1,50.0,,,,,25
2026-08-23T20:00:00,bkp73t,13.9,,,,,,23
2026-08-23T20:00:00,bkp74t,8.0,19.0,,,,,13
2026-08-23T20:00:00,bkp75t,15.6,43.0,,,,,27
2026-08-23T20:00:00,bkp76t,8.0,,,,,,13
2026-08-23T20:00:00,bkp77t,11.4,28.0,,,,,19
2026-08-23T20:00:00,bkp78t,19.1,,,,,,36
2026-08-23T20:00:00,bkp79t,14.9,28.0,,,,,25
2026-08-23T20:00:00,bkp80t,17.6,59.0,,,,,33
2026-08-23T20:00:00,bkp81t,19.1,67.0,,,,,39
2026-08-23T20:00:00,bkp82t,7.5,,,,,,13
2026-08-23T20:00:00,bkp83t,6.2,,,,,,10
2026-08-23T20:00:00,bkp84t,13.9,38.0,,,,,23
2026-08-23T20:00:00,bkp85t,13.9,,,,,,23
2026-08-23T20:00:00,bkp86t,12.5,20.0,,,,,21
2026-08-23T20:00:00,bkp87t,10.4,22.0,,,,,17
2026-08-23T20:00:00,bkp88t,12.2,,,,,,20
