measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-09-24T11:00:00,119t,6.0,,6.0,0.5,5.0,3.0,10
2026-09-24T11:00:00,02t,13.8,,,,,,23
2026-09-24T11:00:00,03t,17.5,,,,,,32
2026-09-24T11:00:00,05t,14.8,,,,,,25
2026-09-18T18:00:00,12t,12.5,,,,,,21
2026-09-24T11:00:00,50t,17.3,,,,,,31
2026-09-24T11:00:00,52t,17.1,,,,,,31
2026-09-22T12:00:00,53t,12.1,,,,,,20
2026-09-24T11:00:00,54t,17.9,,,0.0,,,33
2026-09-24T11:00:00,59t,12.3,22.0,,,10.0,,21
2026-09-24T11:00:00,61t,14.0,,,,,,23
2026-09-24T11:00:00,bkp100t,9.4,,,,,,16
2026-09-24T11:00:00,bkp101t,16.9,27.0,,,,,30
2026-09-24T11:00:00,bkp102t,12.8,41.0,,,,,21
2026-09-24T11:00:00,bkp103t,13.9,,,,,,23
2026-09-24T11:00:00,bkp104t,10.8,24.0,,,,,18
2026-09-24T11:00:00,bkp105t,16.4,,,,,,29
2026-09-24T10:00:00,bkp114t,10.6,,,,,,18
2026-09-24T11:00:00,bkp115t,11.3,,,,,,19
2026-09-24T11:00:00,bkp116t,11.5,,,,,,19
2026-09-24T11:00:00,bkp117t,10.9,,,,,,18
2026-09-24T11:00:00,bkp118t,15.6,,,,,,27
2026-09-24T11:00:00,bkp119t,13.4,,,,,,22
2026-09-24T11:00:00,bkp120t,16.8,,,,,,30
2026-09-24T11:00:00,bkp121t,11.7,,,,,,20
2026-09-24T11:00:00,bkp122t,10.9,,,,,,18
2026-09-24T11:00:00,bkp123t,11.2,,,,,,19
2026-09-24T11:00:00,bkp124t,15.1,,,,,,26
2026-09-24T11:00:00,bkp125t,16.1,,,,,,28
2026-09-24T11:00:00,bkp126t,11.8,,,,,,20
2026-09-24T09:00:00,bkp127t,11.6,,,,,,19
2026-09-24T11:00:00,bkp128t,12.6,,,,,,21
2026-09-24T11:00:00,bkp129t,10.6,,,,,,18
2026-09-24T11:00:00,bkp130t,10.3,,,,,,17
2026-09-24T11:00:00,bkp131t,15.6,,,,,,27
2026-09-24T11:00:00,bkp133t,10.9,,,,,,18
2026-09-24T11:00:00,bkp56t,18.1,62.0,,,,,35
2026-09-24T11:00:00,bkp57t,18.3,56.0,,,,,34
2026-09-24T11:00:00,bkp58t,17.8,54.0,,,,,33
2026-09-24T11:00:00,bkp59t,20.4,42.0,,,,,39
2026-09-24T11:00:00,bkp60t,10.4,35.0,,,,,18
2026-09-24T11:00:00,bkp61t,18.4,34.0,,,,,34
2026-09-24T11:00:00,bkp62t,21.7,,,,,,42
2026-09-24T11:00:00,bkp63t,13.0,,,,,,22
2026-09-24T11:00:00,bkp64t,22.1,,,,,,43
2026-09-24T11:00:00,bkp65t,21.1,,,,,,41
2026-09-24T11:00:00,bkp66t,17.6,,,,,,32
2026-09-24T11:00:00,bkp67t,18.8,,,,,,35
2026-09-24T11:00:00,bkp69t,24.2,,,,,,48
2026-09-24T11:00:00,bkp70t,11.9,35.0,,,,,20
2026-09-24T11:00:00,bkp71t,14.8,36.0,,,,,25
2026-09-24T11:00:00,bkp72t,21.0,47.0,,,,,40
2026-09-24T11:00:00,bkp73t,16.1,,,,,,28
2026-09-24T11:00:00,bkp74t,11.6,19.0,,,,,19
2026-09-24T11:00:00,bkp75t,15.4,36.0,,,,,27
2026-09-24T11:00:00,bkp76t,12.4,,,,,,21
2026-09-24T11:00:00,bkp77t,12.0,28.0,,,,,20
2026-09-24T11:00:00,bkp78t,24.4,,,,,,49
2026-09-24T11:00:00,bkp79t,19.0,31.0,,,,,35
2026-09-24T11:00:00,bkp80t,16.2,45.0,,,,,29
2026-09-24T11:00:00,bkp81t,24.2,66.0,,,,,48
2026-09-24T11:00:00,bkp82t,15.5,,,,,,27
2026-09-24T11:00:00,bkp83t,12.8,,,,,,21
2026-09-24T11:00:00,bkp84t,19.4,41.0,,,,,36
2026-09-24T11:00:00,bkp85t,13.1,,,,,,22
2026-09-24T11:00:00,bkp86t,12.5,25.0,,,,,21
2026-09-24T11:00:00,bkp87t,11.9,27.0,,,,,20
2026-09-23T12:00:00,bkp88t,0.0,,,,,,0
2026-09-24T11:00:00,bkp89t,21.4,54.0,,,,,41
2026-09-24T11:00:00,bkp90t,14.7,38.0,,,,,25
2026-09-24T11:00:00,bkp91t,13.2,37.0,,,,,22
2026-09-24T11:00:00,bkp92t,15.7,,,,,,27
2026-09-24T11:00:00,bkp93t,12.8,33.0,,,,,21
2026-09-24T09:00:00,bkp94t,20.8,,,,,,40
2026-09-24T11:00:00,bkp95t,14.5,,,,,,24
2026-09-24T11:00:00,bkp96t,13.6,25.0,,,,,23
2026-09-24T11:00:00,bkp97t,16.3,,,,,,29
2026-09-24T11:00:00,bkp98t,21.0,,,,,,40
2026-09-24T11:00:00,bkp99t,13.5,22.0,,,,,23
2026-09-24T11:00:00,o10,14.2,,,,,,24
2026-09-24T11:00:00,79t,19.4,,,,,,36
2026-09-24T11:00:00,107t,10.2,,21.0,0.2,1.0,0.0,17
2026-09-24T11:00:00,94t,12.6,25.0,,,,,21
2026-09-24T11:00:00,46t,20.0,,,,,,38
2026-09-24T11:00:00,100t,5.5,13.0,15.0,0.1,11.0,0.0,11
