province,ym,pm25,hours
กระบี่,2022-08,6.6,665
กระบี่,2022-09,7.2,720
กระบี่,2022-10,5.6,744
กระบี่,2022-11,7.1,720
กระบี่,2022-12,8.0,744
กระบี่,2023-01,11.0,744
กระบี่,2023-02,12.2,672
กระบี่,2023-03,14.1,744
กระบี่,2023-04,16.9,720
กระบี่,2023-05,7.1,744
กระบี่,2023-06,7.8,720
กระบี่,2023-07,9.1,744
กระบี่,2023-08,6.5,744
กระบี่,2023-09,8.0,720
กระบี่,2023-10,5.7,744
กระบี่,2023-11,6.5,720
กระบี่,2023-12,8.1,744
กระบี่,2024-01,12.0,744
กระบี่,2024-02,10.4,696
กระบี่,2024-03,12.6,744
กระบี่,2024-04,12.5,720
กระบี่,2024-05,10.5,744
กระบี่,2024-06,9.0,720
กระบี่,2024-07,12.6,744
กระบี่,2024-08,6.6,744
กระบี่,2024-09,7.0,720
กระบี่,2024-10,6.1,744
กระบี่,2024-11,7.0,720
กระบี่,2024-12,8.1,744
กระบี่,2025-01,12.8,744
กระบี่,2025-02,12.3,672
กระบี่,2025-03,14.4,744
กระบี่,2025-04,6.7,720
กระบี่,2025-05,6.2,744
กระบี่,2025-06,9.0,720
กระบี่,2025-07,7.9,744
กระบี่,2025-08,7.7,744
กระบี่,2025-09,6.0,720
กระบี่,2025-10,5.2,744
กระบี่,2025-11,8.3,720
กระบี่,2025-12,9.1,744
กรุงเทพฯ,2022-08,21.1,665
กรุงเทพฯ,2022-09,30.0,720
กรุงเทพฯ,2022-10,66.0,744
กรุงเทพฯ,2022-11,76.6,720
กรุงเทพฯ,2022-12,67.9,744
กรุงเทพฯ,2023-01,67.2,744
กรุงเทพฯ,2023-02,82.7,672
กรุงเทพฯ,2023-03,67.6,744
กรุงเทพฯ,2023-04,46.8,720
กรุงเทพฯ,2023-05,32.9,744
กรุงเทพฯ,2023-06,17.3,720
กรุงเทพฯ,2023-07,10.8,744
กรุงเทพฯ,2023-08,9.3,744
กรุงเทพฯ,2023-09,16.6,720
กรุงเทพฯ,2023-10,38.6,744
กรุงเทพฯ,2023-11,35.5,720
กรุงเทพฯ,2023-12,36.3,744
กรุงเทพฯ,2024-01,54.3,744
กรุงเทพฯ,2024-02,25.5,696
กรุงเทพฯ,2024-03,21.9,744
กรุงเทพฯ,2024-04,20.1,720
กรุงเทพฯ,2024-05,20.3,744
กรุงเทพฯ,2024-06,9.3,720
กรุงเทพฯ,2024-07,9.3,744
กรุงเทพฯ,2024-08,13.0,744
กรุงเทพฯ,2024-09,18.6,720
กรุงเทพฯ,2024-10,46.6,744
กรุงเทพฯ,2024-11,28.5,720
กรุงเทพฯ,2024-12,26.5,744
กรุงเทพฯ,2025-01,40.5,744
กรุงเทพฯ,2025-02,40.6,672
กรุงเทพฯ,2025-03,33.0,744
กรุงเทพฯ,2025-04,22.4,720
กรุงเทพฯ,2025-05,17.7,744
กรุงเทพฯ,2025-06,12.1,720
กรุงเทพฯ,2025-07,9.9,744
กรุงเทพฯ,2025-08,11.3,744
กรุงเทพฯ,2025-09,11.1,720
กรุงเทพฯ,2025-10,24.7,744
กรุงเทพฯ,2025-11,27.0,720
กรุงเทพฯ,2025-12,30.7,744
กาญจนบุรี,2022-08,7.8,665
กาญจนบุรี,2022-09,8.2,720
กาญจนบุรี,2022-10,22.9,744
กาญจนบุรี,2022-11,23.3,720
กาญจนบุรี,2022-12,16.5,744
กาญจนบุรี,2023-01,20.8,744
กาญจนบุรี,2023-02,31.4,672
กาญจนบุรี,2023-03,33.8,744
กาญจนบุรี,2023-04,27.8,720
กาญจนบุรี,2023-05,13.8,744
กาญจนบุรี,2023-06,4.9,720
กาญจนบุรี,2023-07,4.7,744
กาญจนบุรี,2023-08,3.8,744
กาญจนบุรี,2023-09,6.2,720
กาญจนบุรี,2023-10,13.5,744
กาญจนบุรี,2023-11,17.8,720
กาญจนบุรี,2023-12,19.3,744
กาญจนบุรี,2024-01,26.3,744
กาญจนบุรี,2024-02,23.0,696
กาญจนบุรี,2024-03,21.5,744
กาญจนบุรี,2024-04,22.6,720
กาญจนบุรี,2024-05,15.9,744
กาญจนบุรี,2024-06,4.0,720
กาญจนบุรี,2024-07,4.5,744
กาญจนบุรี,2024-08,4.8,744
กาญจนบุรี,2024-09,10.5,720
กาญจนบุรี,2024-10,18.4,744
กาญจนบุรี,2024-11,14.8,720
กาญจนบุรี,2024-12,14.2,744
กาญจนบุรี,2025-01,25.1,744
กาญจนบุรี,2025-02,30.4,672
กาญจนบุรี,2025-03,33.8,744
กาญจนบุรี,2025-04,27.6,720
กาญจนบุรี,2025-05,19.2,744
กาญจนบุรี,2025-06,9.2,720
กาญจนบุรี,2025-07,7.1,744
กาญจนบุรี,2025-08,5.7,744
กาญจนบุรี,2025-09,6.6,720
กาญจนบุรี,2025-10,12.8,744
กาญจนบุรี,2025-11,14.9,720
กาญจนบุรี,2025-12,13.6,744
กาฬสินธุ์,2022-08,12.6,665
กาฬสินธุ์,2022-09,12.4,720
กาฬสินธุ์,2022-10,15.9,744
กาฬสินธุ์,2022-11,12.5,720
กาฬสินธุ์,2022-12,12.0,744
กาฬสินธุ์,2023-01,16.5,744
กาฬสินธุ์,2023-02,22.0,672
กาฬสินธุ์,2023-03,25.8,744
กาฬสินธุ์,2023-04,27.1,720
กาฬสินธุ์,2023-05,17.2,744
กาฬสินธุ์,2023-06,13.3,720
กาฬสินธุ์,2023-07,9.2,744
กาฬสินธุ์,2023-08,13.7,744
กาฬสินธุ์,2023-09,9.7,720
กาฬสินธุ์,2023-10,10.1,744
กาฬสินธุ์,2023-11,8.8,720
กาฬสินธุ์,2023-12,8.8,744
กาฬสินธุ์,2024-01,7.6,744
กาฬสินธุ์,2024-02,18.2,696
กาฬสินธุ์,2024-03,23.4,744
กาฬสินธุ์,2024-04,25.9,720
กาฬสินธุ์,2024-05,16.9,744
กาฬสินธุ์,2024-06,11.9,720
กาฬสินธุ์,2024-07,10.6,744
กาฬสินธุ์,2024-08,17.8,744
กาฬสินธุ์,2024-09,12.3,720
กาฬสินธุ์,2024-10,11.2,744
กาฬสินธุ์,2024-11,10.8,720
กาฬสินธุ์,2024-12,13.0,744
กาฬสินธุ์,2025-01,20.2,744
กาฬสินธุ์,2025-02,12.8,672
กาฬสินธุ์,2025-03,30.8,744
กาฬสินธุ์,2025-04,34.1,720
กาฬสินธุ์,2025-05,24.3,744
กาฬสินธุ์,2025-06,17.8,720
กาฬสินธุ์,2025-07,12.0,744
กาฬสินธุ์,2025-08,10.5,744
กาฬสินธุ์,2025-09,8.2,720
กาฬสินธุ์,2025-10,9.3,744
กาฬสินธุ์,2025-11,11.0,720
กาฬสินธุ์,2025-12,8.9,744
กำแพงเพชร,2022-08,7.4,665
กำแพงเพชร,2022-09,8.5,720
กำแพงเพชร,2022-10,14.1,744
กำแพงเพชร,2022-11,16.2,720
กำแพงเพชร,2022-12,14.6,744
กำแพงเพชร,2023-01,18.0,744
กำแพงเพชร,2023-02,25.1,672
กำแพงเพชร,2023-03,32.9,744
กำแพงเพชร,2023-04,31.6,720
กำแพงเพชร,2023-05,16.0,744
กำแพงเพชร,2023-06,8.0,720
กำแพงเพชร,2023-07,7.9,744
กำแพงเพชร,2023-08,8.8,744
กำแพงเพชร,2023-09,8.4,720
กำแพงเพชร,2023-10,9.1,744
กำแพงเพชร,2023-11,12.4,720
กำแพงเพชร,2023-12,13.5,744
กำแพงเพชร,2024-01,16.7,744
กำแพงเพชร,2024-02,23.3,696
กำแพงเพชร,2024-03,28.8,744
กำแพงเพชร,2024-04,28.5,720
กำแพงเพชร,2024-05,19.1,744
กำแพงเพชร,2024-06,7.3,720
กำแพงเพชร,2024-07,6.9,744
กำแพงเพชร,2024-08,7.8,744
กำแพงเพชร,2024-09,9.8,720
กำแพงเพชร,2024-10,12.7,744
กำแพงเพชร,2024-11,16.8,720
กำแพงเพชร,2024-12,18.2,744
กำแพงเพชร,2025-01,30.0,744
กำแพงเพชร,2025-02,34.9,672
กำแพงเพชร,2025-03,43.6,744
กำแพงเพชร,2025-04,31.1,720
กำแพงเพชร,2025-05,22.8,744
กำแพงเพชร,2025-06,22.5,720
กำแพงเพชร,2025-07,18.0,744
กำแพงเพชร,2025-08,12.6,744
กำแพงเพชร,2025-09,9.0,720
กำแพงเพชร,2025-10,10.7,744
กำแพงเพชร,2025-11,13.1,720
กำแพงเพชร,2025-12,15.7,744
ขอนแก่น,2022-08,11.5,665
ขอนแก่น,2022-09,13.3,720
ขอนแก่น,2022-10,17.4,744
ขอนแก่น,2022-11,16.7,720
ขอนแก่น,2022-12,14.1,744
ขอนแก่น,2023-01,19.0,744
ขอนแก่น,2023-02,24.7,672
ขอนแก่น,2023-03,29.6,744
ขอนแก่น,2023-04,31.4,720
ขอนแก่น,2023-05,18.0,744
ขอนแก่น,2023-06,13.0,720
ขอนแก่น,2023-07,9.8,744
ขอนแก่น,2023-08,12.7,744
ขอนแก่น,2023-09,11.8,720
ขอนแก่น,2023-10,13.0,744
ขอนแก่น,2023-11,12.1,720
ขอนแก่น,2023-12,11.4,744
ขอนแก่น,2024-01,11.2,744
ขอนแก่น,2024-02,21.5,696
ขอนแก่น,2024-03,27.3,744
ขอนแก่น,2024-04,31.6,720
ขอนแก่น,2024-05,19.3,744
ขอนแก่น,2024-06,11.2,720
ขอนแก่น,2024-07,11.6,744
ขอนแก่น,2024-08,18.3,744
ขอนแก่น,2024-09,13.8,720
ขอนแก่น,2024-10,14.6,744
ขอนแก่น,2024-11,13.0,720
ขอนแก่น,2024-12,14.2,744
ขอนแก่น,2025-01,22.9,744
ขอนแก่น,2025-02,15.7,672
ขอนแก่น,2025-03,33.9,744
ขอนแก่น,2025-04,33.7,720
ขอนแก่น,2025-05,23.5,744
ขอนแก่น,2025-06,17.0,720
ขอนแก่น,2025-07,11.2,744
ขอนแก่น,2025-08,10.8,744
ขอนแก่น,2025-09,10.1,720
ขอนแก่น,2025-10,10.5,744
ขอนแก่น,2025-11,13.4,720
ขอนแก่น,2025-12,11.3,744
จันทบุรี,2022-08,6.8,665
จันทบุรี,2022-09,8.5,720
จันทบุรี,2022-10,12.7,744
จันทบุรี,2022-11,11.8,720
จันทบุรี,2022-12,8.8,744
จันทบุรี,2023-01,10.7,744
จันทบุรี,2023-02,17.7,672
จันทบุรี,2023-03,19.9,744
จันทบุรี,2023-04,21.1,720
จันทบุรี,2023-05,12.1,744
จันทบุรี,2023-06,7.5,720
จันทบุรี,2023-07,5.9,744
จันทบุรี,2023-08,6.1,744
จันทบุรี,2023-09,5.6,720
จันทบุรี,2023-10,8.6,744
จันทบุรี,2023-11,7.7,720
จันทบุรี,2023-12,6.4,744
จันทบุรี,2024-01,12.3,744
จันทบุรี,2024-02,14.3,696
จันทบุรี,2024-03,14.9,744
จันทบุรี,2024-04,9.6,720
จันทบุรี,2024-05,9.2,744
จันทบุรี,2024-06,6.5,720
จันทบุรี,2024-07,6.0,744
จันทบุรี,2024-08,6.4,744
จันทบุรี,2024-09,8.2,720
จันทบุรี,2024-10,10.0,744
จันทบุรี,2024-11,9.5,720
จันทบุรี,2024-12,8.8,744
จันทบุรี,2025-01,19.4,744
จันทบุรี,2025-02,21.6,672
จันทบุรี,2025-03,21.8,744
จันทบุรี,2025-04,14.3,720
จันทบุรี,2025-05,9.0,744
จันทบุรี,2025-06,7.2,720
จันทบุรี,2025-07,6.2,744
จันทบุรี,2025-08,6.0,744
จันทบุรี,2025-09,5.1,720
จันทบุรี,2025-10,7.3,744
จันทบุรี,2025-11,8.5,720
จันทบุรี,2025-12,8.4,744
ฉะเชิงเทรา,2022-08,15.1,665
ฉะเชิงเทรา,2022-09,24.8,720
ฉะเชิงเทรา,2022-10,20.1,744
ฉะเชิงเทรา,2022-11,18.9,720
ฉะเชิงเทรา,2022-12,12.6,744
ฉะเชิงเทรา,2023-01,19.2,744
ฉะเชิงเทรา,2023-02,31.5,672
ฉะเชิงเทรา,2023-03,26.7,744
ฉะเชิงเทรา,2023-04,30.4,720
ฉะเชิงเทรา,2023-05,23.7,744
ฉะเชิงเทรา,2023-06,15.0,720
ฉะเชิงเทรา,2023-07,13.3,744
ฉะเชิงเทรา,2023-08,11.3,744
ฉะเชิงเทรา,2023-09,16.0,720
ฉะเชิงเทรา,2023-10,21.3,744
ฉะเชิงเทรา,2023-11,10.9,720
ฉะเชิงเทรา,2023-12,9.6,744
ฉะเชิงเทรา,2024-01,21.4,744
ฉะเชิงเทรา,2024-02,22.5,696
ฉะเชิงเทรา,2024-03,21.4,744
ฉะเชิงเทรา,2024-04,17.1,720
ฉะเชิงเทรา,2024-05,19.1,744
ฉะเชิงเทรา,2024-06,11.7,720
ฉะเชิงเทรา,2024-07,11.3,744
ฉะเชิงเทรา,2024-08,15.7,744
ฉะเชิงเทรา,2024-09,17.1,720
ฉะเชิงเทรา,2024-10,23.3,744
ฉะเชิงเทรา,2024-11,13.2,720
ฉะเชิงเทรา,2024-12,11.7,744
ฉะเชิงเทรา,2025-01,23.8,744
ฉะเชิงเทรา,2025-02,32.6,672
ฉะเชิงเทรา,2025-03,28.7,744
ฉะเชิงเทรา,2025-04,22.3,720
ฉะเชิงเทรา,2025-05,18.6,744
ฉะเชิงเทรา,2025-06,13.9,720
ฉะเชิงเทรา,2025-07,10.6,744
ฉะเชิงเทรา,2025-08,12.6,744
ฉะเชิงเทรา,2025-09,10.9,720
ฉะเชิงเทรา,2025-10,13.0,744
ฉะเชิงเทรา,2025-11,13.9,720
ฉะเชิงเทรา,2025-12,12.5,744
ชลบุรี,2022-08,7.3,665
ชลบุรี,2022-09,14.1,720
ชลบุรี,2022-10,27.8,744
ชลบุรี,2022-11,31.4,720
ชลบุรี,2022-12,26.6,744
ชลบุรี,2023-01,36.1,744
ชลบุรี,2023-02,55.7,672
ชลบุรี,2023-03,40.2,744
ชลบุรี,2023-04,36.1,720
ชลบุรี,2023-05,19.6,744
ชลบุรี,2023-06,9.1,720
ชลบุรี,2023-07,7.3,744
ชลบุรี,2023-08,5.5,744
ชลบุรี,2023-09,13.5,720
ชลบุรี,2023-10,25.1,744
ชลบุรี,2023-11,15.6,720
ชลบุรี,2023-12,18.8,744
ชลบุรี,2024-01,35.8,744
ชลบุรี,2024-02,18.6,696
ชลบุรี,2024-03,18.3,744
ชลบุรี,2024-04,15.5,720
ชลบุรี,2024-05,15.8,744
ชลบุรี,2024-06,6.2,720
ชลบุรี,2024-07,5.3,744
ชลบุรี,2024-08,7.6,744
ชลบุรี,2024-09,10.3,720
ชลบุรี,2024-10,32.2,744
ชลบุรี,2024-11,14.6,720
ชลบุรี,2024-12,13.2,744
ชลบุรี,2025-01,24.8,744
ชลบุรี,2025-02,27.2,672
ชลบุรี,2025-03,24.1,744
ชลบุรี,2025-04,14.0,720
ชลบุรี,2025-05,9.6,744
ชลบุรี,2025-06,6.2,720
ชลบุรี,2025-07,5.4,744
ชลบุรี,2025-08,6.2,744
ชลบุรี,2025-09,5.7,720
ชลบุรี,2025-10,14.2,744
ชลบุรี,2025-11,16.4,720
ชลบุรี,2025-12,17.2,744
ชัยนาท,2022-08,7.4,665
ชัยนาท,2022-09,9.8,720
ชัยนาท,2022-10,16.9,744
ชัยนาท,2022-11,19.8,720
ชัยนาท,2022-12,14.5,744
ชัยนาท,2023-01,18.3,744
ชัยนาท,2023-02,26.0,672
ชัยนาท,2023-03,31.1,744
ชัยนาท,2023-04,33.5,720
ชัยนาท,2023-05,18.3,744
ชัยนาท,2023-06,5.6,720
ชัยนาท,2023-07,5.8,744
ชัยนาท,2023-08,5.1,744
ชัยนาท,2023-09,10.1,720
ชัยนาท,2023-10,12.0,744
ชัยนาท,2023-11,13.5,720
ชัยนาท,2023-12,14.0,744
ชัยนาท,2024-01,18.1,744
ชัยนาท,2024-02,23.9,696
ชัยนาท,2024-03,26.0,744
ชัยนาท,2024-04,25.4,720
ชัยนาท,2024-05,21.0,744
ชัยนาท,2024-06,3.9,720
ชัยนาท,2024-07,4.6,744
ชัยนาท,2024-08,5.1,744
ชัยนาท,2024-09,10.5,720
ชัยนาท,2024-10,14.3,744
ชัยนาท,2024-11,13.1,720
ชัยนาท,2024-12,14.1,744
ชัยนาท,2025-01,26.1,744
ชัยนาท,2025-02,33.5,672
ชัยนาท,2025-03,37.8,744
ชัยนาท,2025-04,33.2,720
ชัยนาท,2025-05,26.9,744
ชัยนาท,2025-06,13.1,720
ชัยนาท,2025-07,8.8,744
ชัยนาท,2025-08,8.3,744
ชัยนาท,2025-09,9.4,720
ชัยนาท,2025-10,11.9,744
ชัยนาท,2025-11,14.6,720
ชัยนาท,2025-12,12.8,744
ชัยภูมิ,2022-08,8.8,665
ชัยภูมิ,2022-09,10.8,720
ชัยภูมิ,2022-10,14.1,744
ชัยภูมิ,2022-11,12.4,720
ชัยภูมิ,2022-12,11.7,744
ชัยภูมิ,2023-01,15.1,744
ชัยภูมิ,2023-02,21.5,672
ชัยภูมิ,2023-03,28.9,744
ชัยภูมิ,2023-04,31.7,720
ชัยภูมิ,2023-05,17.1,744
ชัยภูมิ,2023-06,11.1,720
ชัยภูมิ,2023-07,8.7,744
ชัยภูมิ,2023-08,9.6,744
ชัยภูมิ,2023-09,8.6,720
ชัยภูมิ,2023-10,10.1,744
ชัยภูมิ,2023-11,9.9,720
ชัยภูมิ,2023-12,9.3,744
ชัยภูมิ,2024-01,11.1,744
ชัยภูมิ,2024-02,18.7,696
ชัยภูมิ,2024-03,25.5,744
ชัยภูมิ,2024-04,31.1,720
ชัยภูมิ,2024-05,17.7,744
ชัยภูมิ,2024-06,10.2,720
ชัยภูมิ,2024-07,10.6,744
ชัยภูมิ,2024-08,14.8,744
ชัยภูมิ,2024-09,10.3,720
ชัยภูมิ,2024-10,11.2,744
ชัยภูมิ,2024-11,10.7,720
ชัยภูมิ,2024-12,11.7,744
ชัยภูมิ,2025-01,19.8,744
ชัยภูมิ,2025-02,15.5,672
ชัยภูมิ,2025-03,30.2,744
ชัยภูมิ,2025-04,25.9,720
ชัยภูมิ,2025-05,19.4,744
ชัยภูมิ,2025-06,12.7,720
ชัยภูมิ,2025-07,8.3,744
ชัยภูมิ,2025-08,8.8,744
ชัยภูมิ,2025-09,8.3,720
ชัยภูมิ,2025-10,8.5,744
ชัยภูมิ,2025-11,11.3,720
ชัยภูมิ,2025-12,9.5,744
ชุมพร,2022-08,4.7,665
ชุมพร,2022-09,4.9,720
ชุมพร,2022-10,7.9,744
ชุมพร,2022-11,11.0,720
ชุมพร,2022-12,13.5,744
ชุมพร,2023-01,18.0,744
ชุมพร,2023-02,16.3,672
ชุมพร,2023-03,18.3,744
ชุมพร,2023-04,19.3,720
ชุมพร,2023-05,7.1,744
ชุมพร,2023-06,4.9,720
ชุมพร,2023-07,5.9,744
ชุมพร,2023-08,4.9,744
ชุมพร,2023-09,5.0,720
ชุมพร,2023-10,7.0,744
ชุมพร,2023-11,12.9,720
ชุมพร,2023-12,13.6,744
ชุมพร,2024-01,14.8,744
ชุมพร,2024-02,12.0,696
ชุมพร,2024-03,13.8,744
ชุมพร,2024-04,12.9,720
ชุมพร,2024-05,9.9,744
ชุมพร,2024-06,7.0,720
ชุมพร,2024-07,7.4,744
ชุมพร,2024-08,5.1,744
ชุมพร,2024-09,5.2,720
ชุมพร,2024-10,6.7,744
ชุมพร,2024-11,8.8,720
ชุมพร,2024-12,11.0,744
ชุมพร,2025-01,17.2,744
ชุมพร,2025-02,15.3,672
ชุมพร,2025-03,16.5,744
ชุมพร,2025-04,8.8,720
ชุมพร,2025-05,6.3,744
ชุมพร,2025-06,5.7,720
ชุมพร,2025-07,5.1,744
ชุมพร,2025-08,4.5,744
ชุมพร,2025-09,3.6,720
ชุมพร,2025-10,5.9,744
ชุมพร,2025-11,9.6,720
ชุมพร,2025-12,10.5,744
ตรัง,2022-08,6.4,665
ตรัง,2022-09,6.4,720
ตรัง,2022-10,6.9,744
ตรัง,2022-11,8.2,720
ตรัง,2022-12,8.2,744
ตรัง,2023-01,10.1,744
ตรัง,2023-02,10.9,672
ตรัง,2023-03,13.1,744
ตรัง,2023-04,17.7,720
ตรัง,2023-05,7.6,744
ตรัง,2023-06,8.1,720
ตรัง,2023-07,7.5,744
ตรัง,2023-08,5.2,744
ตรัง,2023-09,8.1,720
ตรัง,2023-10,6.7,744
ตรัง,2023-11,5.9,720
ตรัง,2023-12,6.9,744
ตรัง,2024-01,9.8,744
ตรัง,2024-02,9.2,696
ตรัง,2024-03,10.9,744
ตรัง,2024-04,11.1,720
ตรัง,2024-05,10.1,744
ตรัง,2024-06,8.4,720
ตรัง,2024-07,13.0,744
ตรัง,2024-08,7.5,744
ตรัง,2024-09,5.7,720
ตรัง,2024-10,6.2,744
ตรัง,2024-11,6.9,720
ตรัง,2024-12,7.9,744
ตรัง,2025-01,12.4,744
ตรัง,2025-02,11.5,672
ตรัง,2025-03,13.9,744
ตรัง,2025-04,9.9,720
ตรัง,2025-05,10.5,744
ตรัง,2025-06,13.2,720
ตรัง,2025-07,9.5,744
ตรัง,2025-08,10.0,744
ตรัง,2025-09,5.8,720
ตรัง,2025-10,5.9,744
ตรัง,2025-11,8.1,720
ตรัง,2025-12,10.3,744
ตราด,2022-08,6.6,665
ตราด,2022-09,6.9,720
ตราด,2022-10,11.2,744
ตราด,2022-11,10.3,720
ตราด,2022-12,8.0,744
ตราด,2023-01,11.3,744
ตราด,2023-02,18.8,672
ตราด,2023-03,22.1,744
ตราด,2023-04,19.7,720
ตราด,2023-05,12.0,744
ตราด,2023-06,7.6,720
ตราด,2023-07,5.9,744
ตราด,2023-08,6.8,744
ตราด,2023-09,5.5,720
ตราด,2023-10,6.9,744
ตราด,2023-11,6.7,720
ตราด,2023-12,6.0,744
ตราด,2024-01,12.0,744
ตราด,2024-02,13.9,696
ตราด,2024-03,15.0,744
ตราด,2024-04,9.1,720
ตราด,2024-05,8.6,744
ตราด,2024-06,6.8,720
ตราด,2024-07,6.5,744
ตราด,2024-08,5.8,744
ตราด,2024-09,7.2,720
ตราด,2024-10,7.6,744
ตราด,2024-11,8.4,720
ตราด,2024-12,8.0,744
ตราด,2025-01,18.5,744
ตราด,2025-02,22.2,672
ตราด,2025-03,19.9,744
ตราด,2025-04,13.7,720
ตราด,2025-05,7.7,744
ตราด,2025-06,7.1,720
ตราด,2025-07,6.6,744
ตราด,2025-08,5.8,744
ตราด,2025-09,4.7,720
ตราด,2025-10,6.6,744
ตราด,2025-11,7.7,720
ตราด,2025-12,7.3,744
ตาก,2022-08,3.7,665
ตาก,2022-09,5.4,720
ตาก,2022-10,9.4,744
ตาก,2022-11,10.4,720
ตาก,2022-12,10.7,744
ตาก,2023-01,13.0,744
ตาก,2023-02,20.8,672
ตาก,2023-03,34.3,744
ตาก,2023-04,24.1,720
ตาก,2023-05,12.2,744
ตาก,2023-06,4.3,720
ตาก,2023-07,3.7,744
ตาก,2023-08,3.5,744
ตาก,2023-09,4.2,720
ตาก,2023-10,7.4,744
ตาก,2023-11,9.9,720
ตาก,2023-12,9.7,744
ตาก,2024-01,13.7,744
ตาก,2024-02,21.8,696
ตาก,2024-03,27.1,744
ตาก,2024-04,25.5,720
ตาก,2024-05,11.0,744
ตาก,2024-06,2.4,720
ตาก,2024-07,2.7,744
ตาก,2024-08,3.5,744
ตาก,2024-09,5.5,720
ตาก,2024-10,10.7,744
ตาก,2024-11,12.7,720
ตาก,2024-12,14.2,744
ตาก,2025-01,18.7,744
ตาก,2025-02,27.3,672
ตาก,2025-03,39.6,744
ตาก,2025-04,21.9,720
ตาก,2025-05,12.5,744
ตาก,2025-06,5.9,720
ตาก,2025-07,4.4,744
ตาก,2025-08,4.8,744
ตาก,2025-09,5.5,720
ตาก,2025-10,9.2,744
ตาก,2025-11,9.9,720
ตาก,2025-12,12.9,744
นครนายก,2022-08,19.8,665
นครนายก,2022-09,19.5,720
นครนายก,2022-10,15.6,744
นครนายก,2022-11,14.3,720
นครนายก,2022-12,11.3,744
นครนายก,2023-01,17.7,744
นครนายก,2023-02,27.1,672
นครนายก,2023-03,32.5,744
นครนายก,2023-04,34.9,720
นครนายก,2023-05,27.9,744
นครนายก,2023-06,19.2,720
นครนายก,2023-07,13.7,744
นครนายก,2023-08,18.3,744
นครนายก,2023-09,17.0,720
นครนายก,2023-10,15.0,744
นครนายก,2023-11,9.7,720
นครนายก,2023-12,8.8,744
นครนายก,2024-01,16.4,744
นครนายก,2024-02,28.8,696
นครนายก,2024-03,26.4,744
นครนายก,2024-04,27.0,720
นครนายก,2024-05,23.5,744
นครนายก,2024-06,17.9,720
นครนายก,2024-07,15.3,744
นครนายก,2024-08,26.5,744
นครนายก,2024-09,16.2,720
นครนายก,2024-10,14.9,744
นครนายก,2024-11,10.8,720
นครนายก,2024-12,9.9,744
นครนายก,2025-01,20.8,744
นครนายก,2025-02,29.3,672
นครนายก,2025-03,34.1,744
นครนายก,2025-04,29.7,720
นครนายก,2025-05,23.1,744
นครนายก,2025-06,20.3,720
นครนายก,2025-07,16.0,744
นครนายก,2025-08,15.5,744
นครนายก,2025-09,12.3,720
นครนายก,2025-10,11.6,744
นครนายก,2025-11,12.5,720
นครนายก,2025-12,9.3,744
นครปฐม,2022-08,16.9,665
นครปฐม,2022-09,19.6,720
นครปฐม,2022-10,40.8,744
นครปฐม,2022-11,45.4,720
นครปฐม,2022-12,31.6,744
นครปฐม,2023-01,32.4,744
นครปฐม,2023-02,43.1,672
นครปฐม,2023-03,42.1,744
นครปฐม,2023-04,38.2,720
นครปฐม,2023-05,23.3,744
นครปฐม,2023-06,10.0,720
นครปฐม,2023-07,7.4,744
นครปฐม,2023-08,6.4,744
นครปฐม,2023-09,11.2,720
นครปฐม,2023-10,21.2,744
นครปฐม,2023-11,25.5,720
นครปฐม,2023-12,26.0,744
นครปฐม,2024-01,35.7,744
นครปฐม,2024-02,26.0,696
นครปฐม,2024-03,22.7,744
นครปฐม,2024-04,22.1,720
นครปฐม,2024-05,19.6,744
นครปฐม,2024-06,6.8,720
นครปฐม,2024-07,7.7,744
นครปฐม,2024-08,8.0,744
นครปฐม,2024-09,16.1,720
นครปฐม,2024-10,26.8,744
นครปฐม,2024-11,20.5,720
นครปฐม,2024-12,19.7,744
นครปฐม,2025-01,34.1,744
นครปฐม,2025-02,38.0,672
นครปฐม,2025-03,38.8,744
นครปฐม,2025-04,32.5,720
นครปฐม,2025-05,26.8,744
นครปฐม,2025-06,14.1,720
นครปฐม,2025-07,11.0,744
นครปฐม,2025-08,8.9,744
นครปฐม,2025-09,10.8,720
นครปฐม,2025-10,18.6,744
นครปฐม,2025-11,20.7,720
นครปฐม,2025-12,19.9,744
นครพนม,2022-08,7.2,665
นครพนม,2022-09,8.8,720
นครพนม,2022-10,13.9,744
นครพนม,2022-11,8.3,720
นครพนม,2022-12,13.1,744
นครพนม,2023-01,18.5,744
นครพนม,2023-02,28.7,672
นครพนม,2023-03,39.7,744
นครพนม,2023-04,30.5,720
นครพนม,2023-05,14.7,744
นครพนม,2023-06,10.2,720
นครพนม,2023-07,7.9,744
นครพนม,2023-08,10.4,744
นครพนม,2023-09,7.0,720
นครพนม,2023-10,10.2,744
นครพนม,2023-11,9.5,720
นครพนม,2023-12,10.0,744
นครพนม,2024-01,8.7,744
นครพนม,2024-02,20.6,696
นครพนม,2024-03,26.1,744
นครพนม,2024-04,28.7,720
นครพนม,2024-05,15.8,744
นครพนม,2024-06,9.6,720
นครพนม,2024-07,8.5,744
นครพนม,2024-08,12.6,744
นครพนม,2024-09,8.6,720
นครพนม,2024-10,11.4,744
นครพนม,2024-11,13.8,720
นครพนม,2024-12,18.7,744
นครพนม,2025-01,25.5,744
นครพนม,2025-02,13.4,672
นครพนม,2025-03,33.2,744
นครพนม,2025-04,32.0,720
นครพนม,2025-05,14.2,744
