province,ym,pm25,hours
เชียงราย,2023-06,9.7,720
เชียงราย,2023-07,9.0,744
เชียงราย,2023-08,10.0,744
เชียงราย,2023-09,8.0,720
เชียงราย,2023-10,7.7,744
เชียงราย,2023-11,10.8,720
เชียงราย,2023-12,12.5,744
เชียงราย,2024-01,14.0,744
เชียงราย,2024-02,18.6,696
เชียงราย,2024-03,30.3,744
เชียงราย,2024-04,34.0,720
เชียงราย,2024-05,21.5,744
เชียงราย,2024-06,9.2,720
เชียงราย,2024-07,7.4,744
เชียงราย,2024-08,8.2,744
เชียงราย,2024-09,10.5,720
เชียงราย,2024-10,11.8,744
เชียงราย,2024-11,13.6,720
เชียงราย,2024-12,17.3,744
เชียงราย,2025-01,23.4,744
เชียงราย,2025-02,29.0,672
เชียงราย,2025-03,49.9,744
เชียงราย,2025-04,35.0,720
เชียงราย,2025-05,18.7,744
เชียงราย,2025-06,15.1,720
เชียงราย,2025-07,11.7,744
เชียงราย,2025-08,10.4,744
เชียงราย,2025-09,7.3,720
เชียงราย,2025-10,8.9,744
เชียงราย,2025-11,9.4,720
เชียงราย,2025-12,14.8,744
เชียงใหม่,2022-08,13.3,665
เชียงใหม่,2022-09,16.7,720
เชียงใหม่,2022-10,24.1,744
เชียงใหม่,2022-11,26.6,720
เชียงใหม่,2022-12,25.5,744
เชียงใหม่,2023-01,29.2,744
เชียงใหม่,2023-02,32.3,672
เชียงใหม่,2023-03,42.3,744
เชียงใหม่,2023-04,34.6,720
เชียงใหม่,2023-05,20.0,744
เชียงใหม่,2023-06,12.9,720
เชียงใหม่,2023-07,9.9,744
เชียงใหม่,2023-08,10.3,744
เชียงใหม่,2023-09,12.9,720
เชียงใหม่,2023-10,15.5,744
เชียงใหม่,2023-11,22.5,720
เชียงใหม่,2023-12,21.0,744
เชียงใหม่,2024-01,17.6,744
เชียงใหม่,2024-02,21.3,696
เชียงใหม่,2024-03,26.4,744
เชียงใหม่,2024-04,29.9,720
เชียงใหม่,2024-05,19.9,744
เชียงใหม่,2024-06,11.0,720
เชียงใหม่,2024-07,9.9,744
เชียงใหม่,2024-08,12.2,744
เชียงใหม่,2024-09,15.6,720
เชียงใหม่,2024-10,20.6,744
เชียงใหม่,2024-11,23.7,720
เชียงใหม่,2024-12,29.2,744
เชียงใหม่,2025-01,30.7,744
เชียงใหม่,2025-02,31.2,672
เชียงใหม่,2025-03,44.3,744
เชียงใหม่,2025-04,29.6,720
เชียงใหม่,2025-05,16.8,744
เชียงใหม่,2025-06,15.2,720
เชียงใหม่,2025-07,14.8,744
เชียงใหม่,2025-08,14.5,744
เชียงใหม่,2025-09,15.3,720
เชียงใหม่,2025-10,19.0,744
เชียงใหม่,2025-11,19.4,720
เชียงใหม่,2025-12,26.8,744
เพชรบูรณ์,2022-08,8.9,665
เพชรบูรณ์,2022-09,10.6,720
เพชรบูรณ์,2022-10,12.5,744
เพชรบูรณ์,2022-11,11.8,720
เพชรบูรณ์,2022-12,9.7,744
เพชรบูรณ์,2023-01,13.5,744
เพชรบูรณ์,2023-02,21.1,672
เพชรบูรณ์,2023-03,31.0,744
เพชรบูรณ์,2023-04,36.6,720
เพชรบูรณ์,2023-05,17.7,744
เพชรบูรณ์,2023-06,10.4,720
เพชรบูรณ์,2023-07,9.8,744
เพชรบูรณ์,2023-08,9.8,744
เพชรบูรณ์,2023-09,8.4,720
เพชรบูรณ์,2023-10,10.9,744
เพชรบูรณ์,2023-11,10.2,720
เพชรบูรณ์,2023-12,8.9,744
เพชรบูรณ์,2024-01,11.6,744
เพชรบูรณ์,2024-02,20.8,696
เพชรบูรณ์,2024-03,27.2,744
เพชรบูรณ์,2024-04,33.4,720
เพชรบูรณ์,2024-05,18.7,744
เพชรบูรณ์,2024-06,10.1,720
เพชรบูรณ์,2024-07,10.6,744
เพชรบูรณ์,2024-08,11.9,744
เพชรบูรณ์,2024-09,10.6,720
เพชรบูรณ์,2024-10,11.8,744
เพชรบูรณ์,2024-11,11.2,720
เพชรบูรณ์,2024-12,11.4,744
เพชรบูรณ์,2025-01,19.8,744
เพชรบูรณ์,2025-02,21.3,672
เพชรบูรณ์,2025-03,34.0,744
เพชรบูรณ์,2025-04,26.9,720
เพชรบูรณ์,2025-05,18.4,744
เพชรบูรณ์,2025-06,15.1,720
เพชรบูรณ์,2025-07,10.8,744
เพชรบูรณ์,2025-08,11.0,744
เพชรบูรณ์,2025-09,9.0,720
เพชรบูรณ์,2025-10,9.4,744
เพชรบูรณ์,2025-11,11.1,720
เพชรบูรณ์,2025-12,9.7,744
เลย,2022-08,7.6,665
เลย,2022-09,8.5,720
เลย,2022-10,13.9,744
เลย,2022-11,11.4,720
เลย,2022-12,11.9,744
เลย,2023-01,15.2,744
เลย,2023-02,22.4,672
เลย,2023-03,32.9,744
เลย,2023-04,35.9,720
เลย,2023-05,14.2,744
เลย,2023-06,8.0,720
เลย,2023-07,6.8,744
เลย,2023-08,7.7,744
เลย,2023-09,7.1,720
เลย,2023-10,9.1,744
เลย,2023-11,10.9,720
เลย,2023-12,9.4,744
เลย,2024-01,11.0,744
เลย,2024-02,15.8,696
เลย,2024-03,23.9,744
เลย,2024-04,28.6,720
เลย,2024-05,17.0,744
เลย,2024-06,7.5,720
เลย,2024-07,6.8,744
เลย,2024-08,7.6,744
เลย,2024-09,7.7,720
เลย,2024-10,13.2,744
เลย,2024-11,12.6,720
เลย,2024-12,13.5,744
เลย,2025-01,22.2,744
เลย,2025-02,18.2,672
เลย,2025-03,34.4,744
เลย,2025-04,28.6,720
เลย,2025-05,16.8,744
เลย,2025-06,13.0,720
เลย,2025-07,8.5,744
เลย,2025-08,7.5,744
เลย,2025-09,7.3,720
เลย,2025-10,8.2,744
เลย,2025-11,10.8,720
เลย,2025-12,10.3,744
แพร่,2022-08,8.4,665
แพร่,2022-09,10.9,720
แพร่,2022-10,15.9,744
แพร่,2022-11,17.4,720
แพร่,2022-12,17.4,744
แพร่,2023-01,19.5,744
แพร่,2023-02,25.4,672
แพร่,2023-03,34.0,744
แพร่,2023-04,34.0,720
แพร่,2023-05,17.3,744
แพร่,2023-06,8.5,720
แพร่,2023-07,7.9,744
แพร่,2023-08,8.2,744
แพร่,2023-09,9.0,720
แพร่,2023-10,10.9,744
แพร่,2023-11,13.1,720
แพร่,2023-12,11.3,744
แพร่,2024-01,15.6,744
แพร่,2024-02,20.8,696
แพร่,2024-03,29.4,744
แพร่,2024-04,30.8,720
แพร่,2024-05,17.8,744
แพร่,2024-06,6.9,720
แพร่,2024-07,7.1,744
แพร่,2024-08,7.2,744
แพร่,2024-09,10.1,720
แพร่,2024-10,15.5,744
แพร่,2024-11,15.5,720
แพร่,2024-12,15.3,744
แพร่,2025-01,23.2,744
แพร่,2025-02,26.7,672
แพร่,2025-03,38.7,744
แพร่,2025-04,26.4,720
แพร่,2025-05,15.6,744
แพร่,2025-06,13.3,720
แพร่,2025-07,9.6,744
แพร่,2025-08,9.8,744
แพร่,2025-09,9.1,720
แพร่,2025-10,9.8,744
แพร่,2025-11,11.0,720
แพร่,2025-12,12.9,744
แม่ฮ่องสอน,2022-08,3.4,665
แม่ฮ่องสอน,2022-09,4.9,720
แม่ฮ่องสอน,2022-10,7.7,744
แม่ฮ่องสอน,2022-11,8.1,720
แม่ฮ่องสอน,2022-12,8.2,744
แม่ฮ่องสอน,2023-01,10.2,744
แม่ฮ่องสอน,2023-02,15.5,672
แม่ฮ่องสอน,2023-03,32.2,744
แม่ฮ่องสอน,2023-04,30.3,720
แม่ฮ่องสอน,2023-05,11.8,744
แม่ฮ่องสอน,2023-06,4.4,720
แม่ฮ่องสอน,2023-07,4.1,744
แม่ฮ่องสอน,2023-08,5.0,744
แม่ฮ่องสอน,2023-09,5.0,720
แม่ฮ่องสอน,2023-10,5.7,744
แม่ฮ่องสอน,2023-11,8.0,720
แม่ฮ่องสอน,2023-12,8.1,744
แม่ฮ่องสอน,2024-01,8.5,744
แม่ฮ่องสอน,2024-02,13.0,696
แม่ฮ่องสอน,2024-03,24.2,744
แม่ฮ่องสอน,2024-04,28.7,720
แม่ฮ่องสอน,2024-05,13.8,744
แม่ฮ่องสอน,2024-06,4.1,720
แม่ฮ่องสอน,2024-07,2.9,744
แม่ฮ่องสอน,2024-08,4.2,744
แม่ฮ่องสอน,2024-09,5.8,720
แม่ฮ่องสอน,2024-10,8.4,744
แม่ฮ่องสอน,2024-11,10.2,720
แม่ฮ่องสอน,2024-12,11.4,744
แม่ฮ่องสอน,2025-01,12.1,744
แม่ฮ่องสอน,2025-02,16.8,672
แม่ฮ่องสอน,2025-03,33.0,744
แม่ฮ่องสอน,2025-04,26.5,720
แม่ฮ่องสอน,2025-05,8.6,744
แม่ฮ่องสอน,2025-06,3.9,720
แม่ฮ่องสอน,2025-07,3.2,744
แม่ฮ่องสอน,2025-08,4.9,744
แม่ฮ่องสอน,2025-09,4.8,720
แม่ฮ่องสอน,2025-10,7.4,744
แม่ฮ่องสอน,2025-11,7.6,720
แม่ฮ่องสอน,2025-12,8.5,744
เพชรบุรี,2022-08,6.7,665
เพชรบุรี,2022-09,8.4,720
เพชรบุรี,2022-10,34.9,744
เพชรบุรี,2022-11,33.4,720
เพชรบุรี,2022-12,33.2,744
เพชรบุรี,2023-01,32.8,744
เพชรบุรี,2023-02,33.1,672
เพชรบุรี,2023-03,32.6,744
เพชรบุรี,2023-04,27.8,720
เพชรบุรี,2023-05,12.4,744
เพชรบุรี,2023-06,4.8,720
เพชรบุรี,2023-07,5.4,744
เพชรบุรี,2023-08,3.8,744
เพชรบุรี,2023-09,6.2,720
เพชรบุรี,2023-10,23.5,744
เพชรบุรี,2023-11,32.4,720
เพชรบุรี,2023-12,30.2,744
เพชรบุรี,2024-01,37.7,744
เพชรบุรี,2024-02,18.9,696
เพชรบุรี,2024-03,17.5,744
เพชรบุรี,2024-04,16.6,720
เพชรบุรี,2024-05,12.6,744
เพชรบุรี,2024-06,4.2,720
เพชรบุรี,2024-07,4.2,744
เพชรบุรี,2024-08,5.9,744
เพชรบุรี,2024-09,9.1,720
เพชรบุรี,2024-10,30.1,744
เพชรบุรี,2024-11,21.4,720
เพชรบุรี,2024-12,20.6,744
เพชรบุรี,2025-01,29.4,744
เพชรบุรี,2025-02,26.7,672
เพชรบุรี,2025-03,26.1,744
เพชรบุรี,2025-04,17.4,720
เพชรบุรี,2025-05,12.8,744
เพชรบุรี,2025-06,7.6,720
เพชรบุรี,2025-07,5.4,744
เพชรบุรี,2025-08,5.4,744
เพชรบุรี,2025-09,5.1,720
เพชรบุรี,2025-10,14.6,744
เพชรบุรี,2025-11,16.2,720
เพชรบุรี,2025-12,18.7,744
