province,disease,age_group,sex,persons
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,ชาย,35841
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,หญิง,31577
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,ไม่ระบุ,1
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,ชาย,14705
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,หญิง,13810
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,ชาย,6561
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,หญิง,9147
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,ชาย,5836
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,หญิง,8817
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,ชาย,6656
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,หญิง,11398
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,ชาย,6598
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,หญิง,12146
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,ชาย,6078
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,หญิง,11958
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,ชาย,5702
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,หญิง,11605
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,ชาย,4943
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,หญิง,11473
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,ชาย,26956
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,หญิง,26930
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,ชาย,4552
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,หญิง,10888
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,ชาย,4328
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,หญิง,9583
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,ชาย,4147
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,หญิง,7615
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,ชาย,3479
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,หญิง,5303
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,ชาย,2888
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,หญิง,3692
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,ชาย,1801
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,หญิง,2032
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,ชาย,2040
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,หญิง,2565
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ชาย,43
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,หญิง,30
กระบี่,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ไม่ระบุ,18485
กระบี่,โรคปอดอุดกั้นเรื้อรัง,0-4,ชาย,42
กระบี่,โรคปอดอุดกั้นเรื้อรัง,0-4,หญิง,38
กระบี่,โรคปอดอุดกั้นเรื้อรัง,10-14,ชาย,34
กระบี่,โรคปอดอุดกั้นเรื้อรัง,10-14,หญิง,23
กระบี่,โรคปอดอุดกั้นเรื้อรัง,15-19,ชาย,14
กระบี่,โรคปอดอุดกั้นเรื้อรัง,15-19,หญิง,5
กระบี่,โรคปอดอุดกั้นเรื้อรัง,20-24,ชาย,22
กระบี่,โรคปอดอุดกั้นเรื้อรัง,20-24,หญิง,23
กระบี่,โรคปอดอุดกั้นเรื้อรัง,25-29,ชาย,82
กระบี่,โรคปอดอุดกั้นเรื้อรัง,25-29,หญิง,24
กระบี่,โรคปอดอุดกั้นเรื้อรัง,30-34,ชาย,168
กระบี่,โรคปอดอุดกั้นเรื้อรัง,30-34,หญิง,19
กระบี่,โรคปอดอุดกั้นเรื้อรัง,35-39,ชาย,223
กระบี่,โรคปอดอุดกั้นเรื้อรัง,35-39,หญิง,69
กระบี่,โรคปอดอุดกั้นเรื้อรัง,40-44,ชาย,562
กระบี่,โรคปอดอุดกั้นเรื้อรัง,40-44,หญิง,61
กระบี่,โรคปอดอุดกั้นเรื้อรัง,45-49,ชาย,1074
กระบี่,โรคปอดอุดกั้นเรื้อรัง,45-49,หญิง,109
กระบี่,โรคปอดอุดกั้นเรื้อรัง,5-9,ชาย,35
กระบี่,โรคปอดอุดกั้นเรื้อรัง,5-9,หญิง,17
กระบี่,โรคปอดอุดกั้นเรื้อรัง,50-54,ชาย,1936
กระบี่,โรคปอดอุดกั้นเรื้อรัง,50-54,หญิง,175
กระบี่,โรคปอดอุดกั้นเรื้อรัง,55-59,ชาย,3019
กระบี่,โรคปอดอุดกั้นเรื้อรัง,55-59,หญิง,238
กระบี่,โรคปอดอุดกั้นเรื้อรัง,60-64,ชาย,3975
กระบี่,โรคปอดอุดกั้นเรื้อรัง,60-64,หญิง,406
กระบี่,โรคปอดอุดกั้นเรื้อรัง,65-69,ชาย,4446
กระบี่,โรคปอดอุดกั้นเรื้อรัง,65-69,หญิง,449
กระบี่,โรคปอดอุดกั้นเรื้อรัง,70-74,ชาย,3807
กระบี่,โรคปอดอุดกั้นเรื้อรัง,70-74,หญิง,318
กระบี่,โรคปอดอุดกั้นเรื้อรัง,75-79,ชาย,2771
กระบี่,โรคปอดอุดกั้นเรื้อรัง,75-79,หญิง,366
กระบี่,โรคปอดอุดกั้นเรื้อรัง,80+,ชาย,4106
กระบี่,โรคปอดอุดกั้นเรื้อรัง,80+,หญิง,918
กระบี่,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,ชาย,21
กระบี่,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,หญิง,13
กระบี่,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,ไม่ระบุ,2104
กระบี่,โรคผิวหนังอักเสบ,0-4,ชาย,953
กระบี่,โรคผิวหนังอักเสบ,0-4,หญิง,817
กระบี่,โรคผิวหนังอักเสบ,10-14,ชาย,553
กระบี่,โรคผิวหนังอักเสบ,10-14,หญิง,471
กระบี่,โรคผิวหนังอักเสบ,15-19,ชาย,263
กระบี่,โรคผิวหนังอักเสบ,15-19,หญิง,440
กระบี่,โรคผิวหนังอักเสบ,20-24,ชาย,213
กระบี่,โรคผิวหนังอักเสบ,20-24,หญิง,326
กระบี่,โรคผิวหนังอักเสบ,25-29,ชาย,267
กระบี่,โรคผิวหนังอักเสบ,25-29,หญิง,468
กระบี่,โรคผิวหนังอักเสบ,30-34,ชาย,296
กระบี่,โรคผิวหนังอักเสบ,30-34,หญิง,537
กระบี่,โรคผิวหนังอักเสบ,35-39,ชาย,296
กระบี่,โรคผิวหนังอักเสบ,35-39,หญิง,541
กระบี่,โรคผิวหนังอักเสบ,40-44,ชาย,319
กระบี่,โรคผิวหนังอักเสบ,40-44,หญิง,629
กระบี่,โรคผิวหนังอักเสบ,45-49,ชาย,356
กระบี่,โรคผิวหนังอักเสบ,45-49,หญิง,658
กระบี่,โรคผิวหนังอักเสบ,5-9,ชาย,811
กระบี่,โรคผิวหนังอักเสบ,5-9,หญิง,669
กระบี่,โรคผิวหนังอักเสบ,50-54,ชาย,387
กระบี่,โรคผิวหนังอักเสบ,50-54,หญิง,678
กระบี่,โรคผิวหนังอักเสบ,55-59,ชาย,401
กระบี่,โรคผิวหนังอักเสบ,55-59,หญิง,659
กระบี่,โรคผิวหนังอักเสบ,60-64,ชาย,378
กระบี่,โรคผิวหนังอักเสบ,60-64,หญิง,496
กระบี่,โรคผิวหนังอักเสบ,65-69,ชาย,310
กระบี่,โรคผิวหนังอักเสบ,65-69,หญิง,384
กระบี่,โรคผิวหนังอักเสบ,70-74,ชาย,234
กระบี่,โรคผิวหนังอักเสบ,70-74,หญิง,287
กระบี่,โรคผิวหนังอักเสบ,75-79,ชาย,184
กระบี่,โรคผิวหนังอักเสบ,75-79,หญิง,174
กระบี่,โรคผิวหนังอักเสบ,80+,ชาย,172
กระบี่,โรคผิวหนังอักเสบ,80+,หญิง,194
กระบี่,โรคผิวหนังอักเสบ,ไม่ทราบ,ชาย,3
กระบี่,โรคผิวหนังอักเสบ,ไม่ทราบ,หญิง,2
กระบี่,โรคผิวหนังอักเสบ,ไม่ทราบ,ไม่ระบุ,1421
กระบี่,โรคลมพิษ,0-4,ชาย,612
กระบี่,โรคลมพิษ,0-4,หญิง,523
กระบี่,โรคลมพิษ,10-14,ชาย,413
กระบี่,โรคลมพิษ,10-14,หญิง,434
กระบี่,โรคลมพิษ,15-19,ชาย,253
กระบี่,โรคลมพิษ,15-19,หญิง,434
กระบี่,โรคลมพิษ,20-24,ชาย,202
กระบี่,โรคลมพิษ,20-24,หญิง,351
กระบี่,โรคลมพิษ,25-29,ชาย,157
กระบี่,โรคลมพิษ,25-29,หญิง,475
กระบี่,โรคลมพิษ,30-34,ชาย,157
กระบี่,โรคลมพิษ,30-34,หญิง,544
กระบี่,โรคลมพิษ,35-39,ชาย,180
กระบี่,โรคลมพิษ,35-39,หญิง,539
กระบี่,โรคลมพิษ,40-44,ชาย,160
กระบี่,โรคลมพิษ,40-44,หญิง,461
กระบี่,โรคลมพิษ,45-49,ชาย,162
กระบี่,โรคลมพิษ,45-49,หญิง,435
กระบี่,โรคลมพิษ,5-9,ชาย,586
กระบี่,โรคลมพิษ,5-9,หญิง,527
กระบี่,โรคลมพิษ,50-54,ชาย,147
กระบี่,โรคลมพิษ,50-54,หญิง,357
กระบี่,โรคลมพิษ,55-59,ชาย,150
กระบี่,โรคลมพิษ,55-59,หญิง,294
กระบี่,โรคลมพิษ,60-64,ชาย,106
กระบี่,โรคลมพิษ,60-64,หญิง,223
กระบี่,โรคลมพิษ,65-69,ชาย,105
กระบี่,โรคลมพิษ,65-69,หญิง,172
กระบี่,โรคลมพิษ,70-74,ชาย,62
กระบี่,โรคลมพิษ,70-74,หญิง,77
กระบี่,โรคลมพิษ,75-79,ชาย,27
กระบี่,โรคลมพิษ,75-79,หญิง,47
กระบี่,โรคลมพิษ,80+,ชาย,37
กระบี่,โรคลมพิษ,80+,หญิง,42
กระบี่,โรคลมพิษ,ไม่ทราบ,ชาย,3
กระบี่,โรคลมพิษ,ไม่ทราบ,หญิง,1
กระบี่,โรคลมพิษ,ไม่ทราบ,ไม่ระบุ,802
กระบี่,โรคหอบหืด,0-4,ชาย,1613
กระบี่,โรคหอบหืด,0-4,หญิง,896
กระบี่,โรคหอบหืด,10-14,ชาย,2008
กระบี่,โรคหอบหืด,10-14,หญิง,1319
กระบี่,โรคหอบหืด,15-19,ชาย,704
กระบี่,โรคหอบหืด,15-19,หญิง,635
กระบี่,โรคหอบหืด,20-24,ชาย,416
กระบี่,โรคหอบหืด,20-24,หญิง,466
กระบี่,โรคหอบหืด,25-29,ชาย,367
กระบี่,โรคหอบหืด,25-29,หญิง,707
กระบี่,โรคหอบหืด,30-34,ชาย,561
กระบี่,โรคหอบหืด,30-34,หญิง,1082
กระบี่,โรคหอบหืด,35-39,ชาย,558
กระบี่,โรคหอบหืด,35-39,หญิง,1418
กระบี่,โรคหอบหืด,40-44,ชาย,574
กระบี่,โรคหอบหืด,40-44,หญิง,1441
กระบี่,โรคหอบหืด,45-49,ชาย,608
กระบี่,โรคหอบหืด,45-49,หญิง,2111
กระบี่,โรคหอบหืด,5-9,ชาย,3114
กระบี่,โรคหอบหืด,5-9,หญิง,1800
กระบี่,โรคหอบหืด,50-54,ชาย,637
กระบี่,โรคหอบหืด,50-54,หญิง,2226
กระบี่,โรคหอบหืด,55-59,ชาย,706
กระบี่,โรคหอบหืด,55-59,หญิง,2258
กระบี่,โรคหอบหืด,60-64,ชาย,517
กระบี่,โรคหอบหืด,60-64,หญิง,1846
กระบี่,โรคหอบหืด,65-69,ชาย,297
กระบี่,โรคหอบหืด,65-69,หญิง,1724
กระบี่,โรคหอบหืด,70-74,ชาย,212
กระบี่,โรคหอบหืด,70-74,หญิง,1329
กระบี่,โรคหอบหืด,75-79,ชาย,96
กระบี่,โรคหอบหืด,75-79,หญิง,705
กระบี่,โรคหอบหืด,80+,ชาย,89
กระบี่,โรคหอบหืด,80+,หญิง,827
กระบี่,โรคหอบหืด,ไม่ทราบ,ชาย,6
กระบี่,โรคหอบหืด,ไม่ทราบ,หญิง,6
กระบี่,โรคหอบหืด,ไม่ทราบ,ไม่ระบุ,4023
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,0-4,ชาย,279
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,0-4,หญิง,250
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,10-14,ชาย,396
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,10-14,หญิง,285
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,15-19,ชาย,162
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,15-19,หญิง,227
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,20-24,ชาย,151
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,20-24,หญิง,303
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,25-29,ชาย,159
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,25-29,หญิง,447
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,30-34,ชาย,200
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,30-34,หญิง,545
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,35-39,ชาย,146
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,35-39,หญิง,596
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,40-44,ชาย,187
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,40-44,หญิง,643
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,45-49,ชาย,170
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,45-49,หญิง,643
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,5-9,ชาย,450
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,5-9,หญิง,391
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,50-54,ชาย,193
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,50-54,หญิง,596
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,55-59,ชาย,244
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,55-59,หญิง,520
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,60-64,ชาย,241
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,60-64,หญิง,345
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,65-69,ชาย,223
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,65-69,หญิง,271
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,70-74,ชาย,166
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,70-74,หญิง,129
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,75-79,ชาย,144
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,75-79,หญิง,71
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,80+,ชาย,93
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,80+,หญิง,80
กระบี่,โรคเยื่อจมูกอักเสบจากภูมิแพ้,ไม่ทราบ,ไม่ระบุ,2062
กระบี่,โรคเยื่อบุตาอักเสบ,0-4,ชาย,651
กระบี่,โรคเยื่อบุตาอักเสบ,0-4,หญิง,533
กระบี่,โรคเยื่อบุตาอักเสบ,10-14,ชาย,921
กระบี่,โรคเยื่อบุตาอักเสบ,10-14,หญิง,715
กระบี่,โรคเยื่อบุตาอักเสบ,15-19,ชาย,507
กระบี่,โรคเยื่อบุตาอักเสบ,15-19,หญิง,609
กระบี่,โรคเยื่อบุตาอักเสบ,20-24,ชาย,455
กระบี่,โรคเยื่อบุตาอักเสบ,20-24,หญิง,503
กระบี่,โรคเยื่อบุตาอักเสบ,25-29,ชาย,589
กระบี่,โรคเยื่อบุตาอักเสบ,25-29,หญิง,673
กระบี่,โรคเยื่อบุตาอักเสบ,30-34,ชาย,598
กระบี่,โรคเยื่อบุตาอักเสบ,30-34,หญิง,756
กระบี่,โรคเยื่อบุตาอักเสบ,35-39,ชาย,656
กระบี่,โรคเยื่อบุตาอักเสบ,35-39,หญิง,880
กระบี่,โรคเยื่อบุตาอักเสบ,40-44,ชาย,740
กระบี่,โรคเยื่อบุตาอักเสบ,40-44,หญิง,846
กระบี่,โรคเยื่อบุตาอักเสบ,45-49,ชาย,710
กระบี่,โรคเยื่อบุตาอักเสบ,45-49,หญิง,871
กระบี่,โรคเยื่อบุตาอักเสบ,5-9,ชาย,973
กระบี่,โรคเยื่อบุตาอักเสบ,5-9,หญิง,808
กระบี่,โรคเยื่อบุตาอักเสบ,50-54,ชาย,718
กระบี่,โรคเยื่อบุตาอักเสบ,50-54,หญิง,857
กระบี่,โรคเยื่อบุตาอักเสบ,55-59,ชาย,551
กระบี่,โรคเยื่อบุตาอักเสบ,55-59,หญิง,787
กระบี่,โรคเยื่อบุตาอักเสบ,60-64,ชาย,528
กระบี่,โรคเยื่อบุตาอักเสบ,60-64,หญิง,697
กระบี่,โรคเยื่อบุตาอักเสบ,65-69,ชาย,432
กระบี่,โรคเยื่อบุตาอักเสบ,65-69,หญิง,463
กระบี่,โรคเยื่อบุตาอักเสบ,70-74,ชาย,314
กระบี่,โรคเยื่อบุตาอักเสบ,70-74,หญิง,400
กระบี่,โรคเยื่อบุตาอักเสบ,75-79,ชาย,221
กระบี่,โรคเยื่อบุตาอักเสบ,75-79,หญิง,198
กระบี่,โรคเยื่อบุตาอักเสบ,80+,ชาย,192
กระบี่,โรคเยื่อบุตาอักเสบ,80+,หญิง,288
กระบี่,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ชาย,2
กระบี่,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,หญิง,2
กระบี่,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ไม่ระบุ,950
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,ชาย,33690
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,หญิง,28474
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,ชาย,10116
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,หญิง,8516
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,ชาย,7828
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,หญิง,10195
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,ชาย,11708
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,หญิง,19192
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,ชาย,14989
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,หญิง,23639
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,ชาย,11644
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,หญิง,19116
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,ชาย,9330
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,หญิง,16134
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,ชาย,9246
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,หญิง,15705
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,ชาย,8570
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,หญิง,14611
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,ชาย,18683
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,หญิง,16409
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,ชาย,7553
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,หญิง,13077
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,ชาย,7115
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,หญิง,12625
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,ชาย,6359
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,หญิง,10412
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,ชาย,5563
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,หญิง,8731
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,ชาย,4521
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,หญิง,6551
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,ชาย,2680
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,หญิง,3850
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,ชาย,2632
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,หญิง,4327
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ชาย,3
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,หญิง,2
กรุงเทพมหานคร,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ไม่ระบุ,20080
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,0-4,ชาย,169
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,0-4,หญิง,90
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,10-14,ชาย,32
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,10-14,หญิง,16
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,15-19,ชาย,29
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,15-19,หญิง,6
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,20-24,ชาย,14
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,20-24,หญิง,4
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,25-29,ชาย,42
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,25-29,หญิง,8
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,30-34,ชาย,67
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,30-34,หญิง,21
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,35-39,ชาย,153
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,35-39,หญิง,16
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,40-44,ชาย,349
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,40-44,หญิง,63
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,45-49,ชาย,894
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,45-49,หญิง,86
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,5-9,ชาย,73
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,5-9,หญิง,55
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,50-54,ชาย,1557
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,50-54,หญิง,298
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,55-59,ชาย,2843
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,55-59,หญิง,316
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,60-64,ชาย,4301
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,60-64,หญิง,545
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,65-69,ชาย,5710
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,65-69,หญิง,966
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,70-74,ชาย,6038
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,70-74,หญิง,974
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,75-79,ชาย,4616
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,75-79,หญิง,860
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,80+,ชาย,5493
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,80+,หญิง,1511
กรุงเทพมหานคร,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,ไม่ระบุ,826
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,0-4,ชาย,2300
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,0-4,หญิง,2040
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,10-14,ชาย,1428
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,10-14,หญิง,1393
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,15-19,ชาย,1325
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,15-19,หญิง,2056
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,20-24,ชาย,1673
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,20-24,หญิง,3887
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,25-29,ชาย,2580
