province,disease,age_group,sex,persons
นนทบุรี,โรคเยื่อบุตาอักเสบ,40-44,ชาย,1321
นนทบุรี,โรคเยื่อบุตาอักเสบ,40-44,หญิง,1310
นนทบุรี,โรคเยื่อบุตาอักเสบ,45-49,ชาย,1206
นนทบุรี,โรคเยื่อบุตาอักเสบ,45-49,หญิง,1486
นนทบุรี,โรคเยื่อบุตาอักเสบ,5-9,ชาย,2014
นนทบุรี,โรคเยื่อบุตาอักเสบ,5-9,หญิง,1363
นนทบุรี,โรคเยื่อบุตาอักเสบ,50-54,ชาย,1138
นนทบุรี,โรคเยื่อบุตาอักเสบ,50-54,หญิง,1831
นนทบุรี,โรคเยื่อบุตาอักเสบ,55-59,ชาย,1105
นนทบุรี,โรคเยื่อบุตาอักเสบ,55-59,หญิง,2201
นนทบุรี,โรคเยื่อบุตาอักเสบ,60-64,ชาย,1080
นนทบุรี,โรคเยื่อบุตาอักเสบ,60-64,หญิง,2394
นนทบุรี,โรคเยื่อบุตาอักเสบ,65-69,ชาย,1062
นนทบุรี,โรคเยื่อบุตาอักเสบ,65-69,หญิง,2081
นนทบุรี,โรคเยื่อบุตาอักเสบ,70-74,ชาย,841
นนทบุรี,โรคเยื่อบุตาอักเสบ,70-74,หญิง,1714
นนทบุรี,โรคเยื่อบุตาอักเสบ,75-79,ชาย,622
นนทบุรี,โรคเยื่อบุตาอักเสบ,75-79,หญิง,1090
นนทบุรี,โรคเยื่อบุตาอักเสบ,80+,ชาย,496
นนทบุรี,โรคเยื่อบุตาอักเสบ,80+,หญิง,1054
นนทบุรี,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ชาย,2
นนทบุรี,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,หญิง,4
นนทบุรี,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ไม่ระบุ,6335
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,ชาย,83226
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,หญิง,74634
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,ชาย,26424
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,หญิง,26269
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,ชาย,10385
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,หญิง,15414
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,ชาย,6647
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,หญิง,13912
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,ชาย,7398
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,หญิง,20187
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,ชาย,7446
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,หญิง,23475
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,ไม่ระบุ,1
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,ชาย,7552
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,หญิง,25639
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,ชาย,7371
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,หญิง,22861
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,ชาย,7083
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,หญิง,21248
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,ไม่ระบุ,2
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,ชาย,58730
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,หญิง,58300
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,ชาย,8236
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,หญิง,20013
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,ชาย,8121
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,หญิง,16363
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,ชาย,7684
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,หญิง,11980
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,ชาย,5851
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,หญิง,7676
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,ชาย,5155
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,หญิง,5917
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,ชาย,2828
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,หญิง,2970
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,ชาย,2429
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,หญิง,3019
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ชาย,55
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,หญิง,51
นราธิวาส,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ไม่ระบุ,1638
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,0-4,ชาย,52
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,0-4,หญิง,43
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,10-14,ชาย,1
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,10-14,หญิง,1
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,15-19,ชาย,7
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,15-19,หญิง,11
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,20-24,ชาย,26
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,20-24,หญิง,13
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,25-29,ชาย,72
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,25-29,หญิง,23
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,30-34,ชาย,148
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,30-34,หญิง,23
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,35-39,ชาย,382
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,35-39,หญิง,43
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,40-44,ชาย,825
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,40-44,หญิง,131
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,45-49,ชาย,1159
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,45-49,หญิง,302
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,5-9,ชาย,16
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,5-9,หญิง,12
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,50-54,ชาย,2244
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,50-54,หญิง,486
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,55-59,ชาย,4069
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,55-59,หญิง,710
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,60-64,ชาย,5553
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,60-64,หญิง,1492
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,65-69,ชาย,6150
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,65-69,หญิง,1580
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,70-74,ชาย,6205
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,70-74,หญิง,2489
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,75-79,ชาย,3996
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,75-79,หญิง,1858
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,80+,ชาย,4200
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,80+,หญิง,2437
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,ชาย,6
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,หญิง,2
นราธิวาส,โรคปอดอุดกั้นเรื้อรัง,ไม่ทราบ,ไม่ระบุ,125
นราธิวาส,โรคผิวหนังอักเสบ,0-4,ชาย,2342
นราธิวาส,โรคผิวหนังอักเสบ,0-4,หญิง,2044
นราธิวาส,โรคผิวหนังอักเสบ,10-14,ชาย,1465
นราธิวาส,โรคผิวหนังอักเสบ,10-14,หญิง,1321
นราธิวาส,โรคผิวหนังอักเสบ,15-19,ชาย,688
นราธิวาส,โรคผิวหนังอักเสบ,15-19,หญิง,1155
นราธิวาส,โรคผิวหนังอักเสบ,20-24,ชาย,442
นราธิวาส,โรคผิวหนังอักเสบ,20-24,หญิง,820
นราธิวาส,โรคผิวหนังอักเสบ,25-29,ชาย,439
นราธิวาส,โรคผิวหนังอักเสบ,25-29,หญิง,992
นราธิวาส,โรคผิวหนังอักเสบ,30-34,ชาย,475
นราธิวาส,โรคผิวหนังอักเสบ,30-34,หญิง,1120
นราธิวาส,โรคผิวหนังอักเสบ,35-39,ชาย,540
นราธิวาส,โรคผิวหนังอักเสบ,35-39,หญิง,1271
นราธิวาส,โรคผิวหนังอักเสบ,40-44,ชาย,582
นราธิวาส,โรคผิวหนังอักเสบ,40-44,หญิง,1212
นราธิวาส,โรคผิวหนังอักเสบ,45-49,ชาย,569
นราธิวาส,โรคผิวหนังอักเสบ,45-49,หญิง,1191
นราธิวาส,โรคผิวหนังอักเสบ,5-9,ชาย,2061
นราธิวาส,โรคผิวหนังอักเสบ,5-9,หญิง,1802
นราธิวาส,โรคผิวหนังอักเสบ,50-54,ชาย,591
นราธิวาส,โรคผิวหนังอักเสบ,50-54,หญิง,1197
นราธิวาส,โรคผิวหนังอักเสบ,55-59,ชาย,646
นราธิวาส,โรคผิวหนังอักเสบ,55-59,หญิง,1035
นราธิวาส,โรคผิวหนังอักเสบ,60-64,ชาย,659
นราธิวาส,โรคผิวหนังอักเสบ,60-64,หญิง,835
นราธิวาส,โรคผิวหนังอักเสบ,65-69,ชาย,526
นราธิวาส,โรคผิวหนังอักเสบ,65-69,หญิง,515
นราธิวาส,โรคผิวหนังอักเสบ,70-74,ชาย,489
นราธิวาส,โรคผิวหนังอักเสบ,70-74,หญิง,442
นราธิวาส,โรคผิวหนังอักเสบ,75-79,ชาย,287
นราธิวาส,โรคผิวหนังอักเสบ,75-79,หญิง,224
นราธิวาส,โรคผิวหนังอักเสบ,80+,ชาย,273
นราธิวาส,โรคผิวหนังอักเสบ,80+,หญิง,263
นราธิวาส,โรคผิวหนังอักเสบ,ไม่ทราบ,ชาย,11
นราธิวาส,โรคผิวหนังอักเสบ,ไม่ทราบ,หญิง,4
นราธิวาส,โรคผิวหนังอักเสบ,ไม่ทราบ,ไม่ระบุ,79
นราธิวาส,โรคลมพิษ,0-4,ชาย,1563
นราธิวาส,โรคลมพิษ,0-4,หญิง,1337
นราธิวาส,โรคลมพิษ,10-14,ชาย,1088
นราธิวาส,โรคลมพิษ,10-14,หญิง,1213
นราธิวาส,โรคลมพิษ,15-19,ชาย,676
นราธิวาส,โรคลมพิษ,15-19,หญิง,1248
นราธิวาส,โรคลมพิษ,20-24,ชาย,372
นราธิวาส,โรคลมพิษ,20-24,หญิง,990
นราธิวาส,โรคลมพิษ,25-29,ชาย,371
นราธิวาส,โรคลมพิษ,25-29,หญิง,1126
นราธิวาส,โรคลมพิษ,30-34,ชาย,401
นราธิวาส,โรคลมพิษ,30-34,หญิง,1183
นราธิวาส,โรคลมพิษ,35-39,ชาย,342
นราธิวาส,โรคลมพิษ,35-39,หญิง,1165
นราธิวาส,โรคลมพิษ,40-44,ชาย,338
นราธิวาส,โรคลมพิษ,40-44,หญิง,933
นราธิวาส,โรคลมพิษ,45-49,ชาย,281
นราธิวาส,โรคลมพิษ,45-49,หญิง,831
นราธิวาส,โรคลมพิษ,5-9,ชาย,1404
นราธิวาส,โรคลมพิษ,5-9,หญิง,1326
นราธิวาส,โรคลมพิษ,50-54,ชาย,281
นราธิวาส,โรคลมพิษ,50-54,หญิง,686
นราธิวาส,โรคลมพิษ,55-59,ชาย,292
นราธิวาส,โรคลมพิษ,55-59,หญิง,533
นราธิวาส,โรคลมพิษ,60-64,ชาย,222
นราธิวาส,โรคลมพิษ,60-64,หญิง,375
นราธิวาส,โรคลมพิษ,65-69,ชาย,167
นราธิวาส,โรคลมพิษ,65-69,หญิง,233
นราธิวาส,โรคลมพิษ,70-74,ชาย,134
นราธิวาส,โรคลมพิษ,70-74,หญิง,174
นราธิวาส,โรคลมพิษ,75-79,ชาย,57
นราธิวาส,โรคลมพิษ,75-79,หญิง,93
นราธิวาส,โรคลมพิษ,80+,ชาย,53
นราธิวาส,โรคลมพิษ,80+,หญิง,76
นราธิวาส,โรคลมพิษ,ไม่ทราบ,ชาย,1
นราธิวาส,โรคลมพิษ,ไม่ทราบ,หญิง,1
นราธิวาส,โรคลมพิษ,ไม่ทราบ,ไม่ระบุ,98
นราธิวาส,โรคหอบหืด,0-4,ชาย,6911
นราธิวาส,โรคหอบหืด,0-4,หญิง,4265
นราธิวาส,โรคหอบหืด,10-14,ชาย,2079
นราธิวาส,โรคหอบหืด,10-14,หญิง,1562
นราธิวาส,โรคหอบหืด,15-19,ชาย,802
นราธิวาส,โรคหอบหืด,15-19,หญิง,1056
นราธิวาส,โรคหอบหืด,20-24,ชาย,764
นราธิวาส,โรคหอบหืด,20-24,หญิง,1176
นราธิวาส,โรคหอบหืด,25-29,ชาย,871
นราธิวาส,โรคหอบหืด,25-29,หญิง,1709
นราธิวาส,โรคหอบหืด,30-34,ชาย,975
นราธิวาส,โรคหอบหืด,30-34,หญิง,2391
นราธิวาส,โรคหอบหืด,35-39,ชาย,1343
นราธิวาส,โรคหอบหืด,35-39,หญิง,2695
นราธิวาส,โรคหอบหืด,40-44,ชาย,1188
นราธิวาส,โรคหอบหืด,40-44,หญิง,3377
นราธิวาส,โรคหอบหืด,45-49,ชาย,1027
นราธิวาส,โรคหอบหืด,45-49,หญิง,3409
นราธิวาส,โรคหอบหืด,5-9,ชาย,4679
นราธิวาส,โรคหอบหืด,5-9,หญิง,3316
นราธิวาส,โรคหอบหืด,50-54,ชาย,1046
นราธิวาส,โรคหอบหืด,50-54,หญิง,3743
นราธิวาส,โรคหอบหืด,55-59,ชาย,965
นราธิวาส,โรคหอบหืด,55-59,หญิง,3397
นราธิวาส,โรคหอบหืด,60-64,ชาย,790
นราธิวาส,โรคหอบหืด,60-64,หญิง,2708
นราธิวาส,โรคหอบหืด,65-69,ชาย,347
นราธิวาส,โรคหอบหืด,65-69,หญิง,1633
นราธิวาส,โรคหอบหืด,70-74,ชาย,523
นราธิวาส,โรคหอบหืด,70-74,หญิง,1490
นราธิวาส,โรคหอบหืด,75-79,ชาย,216
นราธิวาส,โรคหอบหืด,75-79,หญิง,743
นราธิวาส,โรคหอบหืด,80+,ชาย,147
นราธิวาส,โรคหอบหืด,80+,หญิง,522
นราธิวาส,โรคหอบหืด,ไม่ทราบ,ชาย,4
นราธิวาส,โรคหอบหืด,ไม่ทราบ,หญิง,2
นราธิวาส,โรคหอบหืด,ไม่ทราบ,ไม่ระบุ,150
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,0-4,ชาย,563
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,0-4,หญิง,549
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,10-14,ชาย,476
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,10-14,หญิง,427
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,15-19,ชาย,175
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,15-19,หญิง,337
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,20-24,ชาย,145
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,20-24,หญิง,343
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,25-29,ชาย,164
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,25-29,หญิง,543
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,30-34,ชาย,199
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,30-34,หญิง,552
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,35-39,ชาย,165
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,35-39,หญิง,706
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,40-44,ชาย,189
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,40-44,หญิง,560
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,45-49,ชาย,166
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,45-49,หญิง,571
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,5-9,ชาย,793
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,5-9,หญิง,567
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,50-54,ชาย,125
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,50-54,หญิง,410
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,50-54,ไม่ระบุ,1
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,55-59,ชาย,165
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,55-59,หญิง,324
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,60-64,ชาย,174
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,60-64,หญิง,231
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,65-69,ชาย,94
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,65-69,หญิง,129
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,70-74,ชาย,113
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,70-74,หญิง,118
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,75-79,ชาย,33
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,75-79,หญิง,43
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,80+,ชาย,35
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,80+,หญิง,33
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,ไม่ทราบ,ชาย,2
นราธิวาส,โรคเยื่อจมูกอักเสบจากภูมิแพ้,ไม่ทราบ,ไม่ระบุ,25
นราธิวาส,โรคเยื่อบุตาอักเสบ,0-4,ชาย,1718
นราธิวาส,โรคเยื่อบุตาอักเสบ,0-4,หญิง,1299
นราธิวาส,โรคเยื่อบุตาอักเสบ,10-14,ชาย,2015
นราธิวาส,โรคเยื่อบุตาอักเสบ,10-14,หญิง,1742
นราธิวาส,โรคเยื่อบุตาอักเสบ,15-19,ชาย,991
นราธิวาส,โรคเยื่อบุตาอักเสบ,15-19,หญิง,1365
นราธิวาส,โรคเยื่อบุตาอักเสบ,20-24,ชาย,757
นราธิวาส,โรคเยื่อบุตาอักเสบ,20-24,หญิง,921
นราธิวาส,โรคเยื่อบุตาอักเสบ,25-29,ชาย,889
นราธิวาส,โรคเยื่อบุตาอักเสบ,25-29,หญิง,1323
นราธิวาส,โรคเยื่อบุตาอักเสบ,30-34,ชาย,988
นราธิวาส,โรคเยื่อบุตาอักเสบ,30-34,หญิง,1576
นราธิวาส,โรคเยื่อบุตาอักเสบ,35-39,ชาย,1076
นราธิวาส,โรคเยื่อบุตาอักเสบ,35-39,หญิง,1589
นราธิวาส,โรคเยื่อบุตาอักเสบ,40-44,ชาย,961
นราธิวาส,โรคเยื่อบุตาอักเสบ,40-44,หญิง,1423
นราธิวาส,โรคเยื่อบุตาอักเสบ,45-49,ชาย,853
นราธิวาส,โรคเยื่อบุตาอักเสบ,45-49,หญิง,1244
นราธิวาส,โรคเยื่อบุตาอักเสบ,5-9,ชาย,2428
นราธิวาส,โรคเยื่อบุตาอักเสบ,5-9,หญิง,1847
นราธิวาส,โรคเยื่อบุตาอักเสบ,50-54,ชาย,873
นราธิวาส,โรคเยื่อบุตาอักเสบ,50-54,หญิง,1247
นราธิวาส,โรคเยื่อบุตาอักเสบ,55-59,ชาย,840
นราธิวาส,โรคเยื่อบุตาอักเสบ,55-59,หญิง,1114
นราธิวาส,โรคเยื่อบุตาอักเสบ,60-64,ชาย,688
นราธิวาส,โรคเยื่อบุตาอักเสบ,60-64,หญิง,836
นราธิวาส,โรคเยื่อบุตาอักเสบ,65-69,ชาย,534
นราธิวาส,โรคเยื่อบุตาอักเสบ,65-69,หญิง,571
นราธิวาส,โรคเยื่อบุตาอักเสบ,70-74,ชาย,474
นราธิวาส,โรคเยื่อบุตาอักเสบ,70-74,หญิง,470
นราธิวาส,โรคเยื่อบุตาอักเสบ,75-79,ชาย,229
นราธิวาส,โรคเยื่อบุตาอักเสบ,75-79,หญิง,324
นราธิวาส,โรคเยื่อบุตาอักเสบ,80+,ชาย,239
นราธิวาส,โรคเยื่อบุตาอักเสบ,80+,หญิง,375
นราธิวาส,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ชาย,1
นราธิวาส,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,หญิง,6
นราธิวาส,โรคเยื่อบุตาอักเสบ,ไม่ทราบ,ไม่ระบุ,112
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,ชาย,49144
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,0-4,หญิง,43596
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,ชาย,19598
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10-14,หญิง,17291
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,ชาย,8637
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15-19,หญิง,9837
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,ชาย,4595
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20-24,หญิง,6209
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,ชาย,5171
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,25-29,หญิง,9423
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,ชาย,5311
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,30-34,หญิง,10111
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,ชาย,5521
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,35-39,หญิง,10357
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,ชาย,5729
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,40-44,หญิง,10355
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,ชาย,5759
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,45-49,หญิง,10746
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,ชาย,34530
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,หญิง,31690
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5-9,ไม่ระบุ,5
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,ชาย,6398
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,50-54,หญิง,12344
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,ชาย,8219
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,55-59,หญิง,14631
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,ชาย,8860
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,60-64,หญิง,12735
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,ชาย,8285
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,65-69,หญิง,10144
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,ชาย,5646
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,70-74,หญิง,5904
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,ชาย,3334
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,75-79,หญิง,3238
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,ชาย,3493
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,80+,หญิง,3487
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ชาย,122
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,หญิง,124
น่าน,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,ไม่ทราบ,ไม่ระบุ,25355
น่าน,โรคปอดอุดกั้นเรื้อรัง,0-4,ชาย,76
น่าน,โรคปอดอุดกั้นเรื้อรัง,0-4,หญิง,49
น่าน,โรคปอดอุดกั้นเรื้อรัง,10-14,ชาย,5
น่าน,โรคปอดอุดกั้นเรื้อรัง,10-14,หญิง,5
น่าน,โรคปอดอุดกั้นเรื้อรัง,15-19,ชาย,1
น่าน,โรคปอดอุดกั้นเรื้อรัง,15-19,หญิง,1
น่าน,โรคปอดอุดกั้นเรื้อรัง,20-24,หญิง,3
น่าน,โรคปอดอุดกั้นเรื้อรัง,25-29,ชาย,8
น่าน,โรคปอดอุดกั้นเรื้อรัง,25-29,หญิง,1
น่าน,โรคปอดอุดกั้นเรื้อรัง,30-34,ชาย,7
น่าน,โรคปอดอุดกั้นเรื้อรัง,30-34,หญิง,7
น่าน,โรคปอดอุดกั้นเรื้อรัง,35-39,ชาย,46
น่าน,โรคปอดอุดกั้นเรื้อรัง,35-39,หญิง,15
น่าน,โรคปอดอุดกั้นเรื้อรัง,40-44,ชาย,84
น่าน,โรคปอดอุดกั้นเรื้อรัง,40-44,หญิง,27
