province,ym,disease,persons,visits,opd,ipd
สระบุรี,2023-08,โรคเยื่อบุตาอักเสบ,999,1051,999,0
สระบุรี,2023-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,17696,20456,17641,170
สระบุรี,2023-09,โรคปอดอุดกั้นเรื้อรัง,570,801,547,104
สระบุรี,2023-09,โรคผิวหนังอักเสบ,933,998,933,0
สระบุรี,2023-09,โรคลมพิษ,564,623,561,9
สระบุรี,2023-09,โรคหอบหืด,1088,1380,1071,81
สระบุรี,2023-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,954,1038,953,1
สระบุรี,2023-09,โรคเยื่อบุตาอักเสบ,869,937,869,0
สระบุรี,2023-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,18538,21567,18480,187
สระบุรี,2023-10,โรคปอดอุดกั้นเรื้อรัง,681,993,649,132
สระบุรี,2023-10,โรคผิวหนังอักเสบ,1020,1104,1019,1
สระบุรี,2023-10,โรคลมพิษ,559,631,558,14
สระบุรี,2023-10,โรคหอบหืด,1125,1408,1107,92
สระบุรี,2023-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1021,1117,1021,0
สระบุรี,2023-10,โรคเยื่อบุตาอักเสบ,1017,1116,1017,0
สระบุรี,2023-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,16256,18739,16213,142
สระบุรี,2023-11,โรคปอดอุดกั้นเรื้อรัง,662,937,641,113
สระบุรี,2023-11,โรคผิวหนังอักเสบ,1011,1110,1011,0
สระบุรี,2023-11,โรคลมพิษ,574,633,571,15
สระบุรี,2023-11,โรคหอบหืด,1285,1641,1266,118
สระบุรี,2023-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1038,1116,1037,1
สระบุรี,2023-11,โรคเยื่อบุตาอักเสบ,1064,1154,1063,1
สระบุรี,2023-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12826,14497,12773,130
สระบุรี,2023-12,โรคปอดอุดกั้นเรื้อรัง,587,851,563,107
สระบุรี,2023-12,โรคผิวหนังอักเสบ,816,880,816,0
สระบุรี,2023-12,โรคลมพิษ,545,582,541,7
สระบุรี,2023-12,โรคหอบหืด,1128,1371,1100,98
สระบุรี,2023-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1090,1177,1090,0
สระบุรี,2023-12,โรคเยื่อบุตาอักเสบ,916,988,913,3
สระบุรี,2024-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15600,17814,15545,147
สระบุรี,2024-01,โรคปอดอุดกั้นเรื้อรัง,663,956,641,121
สระบุรี,2024-01,โรคผิวหนังอักเสบ,829,909,828,1
สระบุรี,2024-01,โรคลมพิษ,568,619,566,10
สระบุรี,2024-01,โรคหอบหืด,1256,1560,1237,96
สระบุรี,2024-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1150,1275,1150,0
สระบุรี,2024-01,โรคเยื่อบุตาอักเสบ,976,1053,976,0
สระบุรี,2024-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11724,13319,11683,99
สระบุรี,2024-02,โรคปอดอุดกั้นเรื้อรัง,625,899,606,112
สระบุรี,2024-02,โรคผิวหนังอักเสบ,760,810,759,1
สระบุรี,2024-02,โรคลมพิษ,526,574,525,7
สระบุรี,2024-02,โรคหอบหืด,1216,1461,1200,78
สระบุรี,2024-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1025,1116,1025,1
สระบุรี,2024-02,โรคเยื่อบุตาอักเสบ,1048,1123,1048,1
สระบุรี,2024-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9431,10631,9396,91
สระบุรี,2024-03,โรคปอดอุดกั้นเรื้อรัง,620,850,596,102
สระบุรี,2024-03,โรคผิวหนังอักเสบ,842,931,842,0
สระบุรี,2024-03,โรคลมพิษ,540,596,538,10
สระบุรี,2024-03,โรคหอบหืด,1142,1403,1130,65
สระบุรี,2024-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1031,1114,1030,1
สระบุรี,2024-03,โรคเยื่อบุตาอักเสบ,1081,1171,1081,0
สระบุรี,2024-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7492,8355,7452,105
สระบุรี,2024-04,โรคปอดอุดกั้นเรื้อรัง,610,833,591,86
สระบุรี,2024-04,โรคผิวหนังอักเสบ,1000,1076,998,2
สระบุรี,2024-04,โรคลมพิษ,589,646,587,14
สระบุรี,2024-04,โรคหอบหืด,1037,1222,1029,40
สระบุรี,2024-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,822,875,821,1
สระบุรี,2024-04,โรคเยื่อบุตาอักเสบ,1145,1224,1145,1
สระบุรี,2024-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9447,10463,9409,94
สระบุรี,2024-05,โรคปอดอุดกั้นเรื้อรัง,602,793,583,74
สระบุรี,2024-05,โรคผิวหนังอักเสบ,1029,1112,1028,1
สระบุรี,2024-05,โรคลมพิษ,654,713,653,10
สระบุรี,2024-05,โรคหอบหืด,1180,1382,1167,50
สระบุรี,2024-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,977,1044,977,0
สระบุรี,2024-05,โรคเยื่อบุตาอักเสบ,996,1066,996,2
สระบุรี,2024-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12470,13910,12410,145
สระบุรี,2024-06,โรคปอดอุดกั้นเรื้อรัง,528,694,516,62
สระบุรี,2024-06,โรคผิวหนังอักเสบ,852,913,852,2
สระบุรี,2024-06,โรคลมพิษ,600,660,598,8
สระบุรี,2024-06,โรคหอบหืด,1076,1283,1058,64
สระบุรี,2024-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,918,1006,917,1
สระบุรี,2024-06,โรคเยื่อบุตาอักเสบ,1065,1132,1064,2
สระบุรี,2024-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12900,14609,12859,103
สระบุรี,2024-07,โรคปอดอุดกั้นเรื้อรัง,537,739,518,70
สระบุรี,2024-07,โรคผิวหนังอักเสบ,807,873,807,0
สระบุรี,2024-07,โรคลมพิษ,552,617,548,8
สระบุรี,2024-07,โรคหอบหืด,1040,1331,1013,84
สระบุรี,2024-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,959,1045,958,2
สระบุรี,2024-07,โรคเยื่อบุตาอักเสบ,1016,1082,1015,1
สระบุรี,2024-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14285,16201,14239,108
สระบุรี,2024-08,โรคปอดอุดกั้นเรื้อรัง,602,843,579,91
สระบุรี,2024-08,โรคผิวหนังอักเสบ,882,942,880,2
สระบุรี,2024-08,โรคลมพิษ,660,718,658,8
สระบุรี,2024-08,โรคหอบหืด,1213,1579,1194,104
สระบุรี,2024-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1031,1114,1031,0
สระบุรี,2024-08,โรคเยื่อบุตาอักเสบ,1006,1072,1006,0
สระบุรี,2024-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14244,16342,14207,117
สระบุรี,2024-09,โรคปอดอุดกั้นเรื้อรัง,598,842,575,96
สระบุรี,2024-09,โรคผิวหนังอักเสบ,953,1019,952,1
สระบุรี,2024-09,โรคลมพิษ,622,691,621,11
สระบุรี,2024-09,โรคหอบหืด,1154,1457,1127,84
สระบุรี,2024-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1040,1112,1040,0
สระบุรี,2024-09,โรคเยื่อบุตาอักเสบ,905,986,905,0
สระบุรี,2024-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11434,12942,11405,77
สระบุรี,2024-10,โรคปอดอุดกั้นเรื้อรัง,670,978,639,117
สระบุรี,2024-10,โรคผิวหนังอักเสบ,841,901,840,1
สระบุรี,2024-10,โรคลมพิษ,625,677,622,13
สระบุรี,2024-10,โรคหอบหืด,1314,1656,1296,88
สระบุรี,2024-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1212,1311,1212,0
สระบุรี,2024-10,โรคเยื่อบุตาอักเสบ,1056,1134,1056,0
สระบุรี,2024-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12003,13320,11976,74
สระบุรี,2024-11,โรคปอดอุดกั้นเรื้อรัง,630,876,604,98
สระบุรี,2024-11,โรคผิวหนังอักเสบ,813,892,813,0
สระบุรี,2024-11,โรคลมพิษ,585,641,582,12
สระบุรี,2024-11,โรคหอบหืด,1400,1717,1379,88
สระบุรี,2024-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1196,1267,1196,0
สระบุรี,2024-11,โรคเยื่อบุตาอักเสบ,1070,1151,1070,0
สระบุรี,2024-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12229,13679,12209,55
สระบุรี,2024-12,โรคปอดอุดกั้นเรื้อรัง,617,890,593,103
สระบุรี,2024-12,โรคผิวหนังอักเสบ,689,726,689,1
สระบุรี,2024-12,โรคลมพิษ,565,628,563,8
สระบุรี,2024-12,โรคหอบหืด,1204,1482,1181,99
สระบุรี,2024-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1235,1322,1234,1
สระบุรี,2024-12,โรคเยื่อบุตาอักเสบ,989,1047,989,0
สระบุรี,2025-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15874,18116,15850,76
สระบุรี,2025-01,โรคปอดอุดกั้นเรื้อรัง,785,1124,742,138
สระบุรี,2025-01,โรคผิวหนังอักเสบ,755,829,753,2
สระบุรี,2025-01,โรคลมพิษ,529,587,528,9
สระบุรี,2025-01,โรคหอบหืด,1410,1770,1390,100
สระบุรี,2025-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1511,1638,1511,1
สระบุรี,2025-01,โรคเยื่อบุตาอักเสบ,968,1067,968,0
สระบุรี,2025-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14228,15973,14203,79
สระบุรี,2025-02,โรคปอดอุดกั้นเรื้อรัง,681,986,647,133
สระบุรี,2025-02,โรคผิวหนังอักเสบ,622,667,622,0
สระบุรี,2025-02,โรคลมพิษ,520,569,519,8
สระบุรี,2025-02,โรคหอบหืด,1299,1571,1280,84
สระบุรี,2025-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1262,1344,1262,0
สระบุรี,2025-02,โรคเยื่อบุตาอักเสบ,1044,1127,1044,0
สระบุรี,2025-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10855,12176,10835,70
สระบุรี,2025-03,โรคปอดอุดกั้นเรื้อรัง,751,1011,709,117
สระบุรี,2025-03,โรคผิวหนังอักเสบ,787,845,787,0
สระบุรี,2025-03,โรคลมพิษ,575,627,575,7
สระบุรี,2025-03,โรคหอบหืด,1317,1618,1306,85
สระบุรี,2025-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1235,1297,1234,1
สระบุรี,2025-03,โรคเยื่อบุตาอักเสบ,1201,1282,1201,1
สระบุรี,2025-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7277,7997,7256,51
สระบุรี,2025-04,โรคปอดอุดกั้นเรื้อรัง,689,943,665,107
สระบุรี,2025-04,โรคผิวหนังอักเสบ,806,864,806,0
สระบุรี,2025-04,โรคลมพิษ,556,592,552,7
สระบุรี,2025-04,โรคหอบหืด,1243,1462,1230,69
สระบุรี,2025-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1044,1108,1044,0
สระบุรี,2025-04,โรคเยื่อบุตาอักเสบ,1061,1139,1061,0
สระบุรี,2025-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12994,14655,12961,80
สระบุรี,2025-05,โรคปอดอุดกั้นเรื้อรัง,716,1009,704,98
สระบุรี,2025-05,โรคผิวหนังอักเสบ,811,888,811,0
สระบุรี,2025-05,โรคลมพิษ,633,721,629,13
สระบุรี,2025-05,โรคหอบหืด,1306,1529,1292,63
สระบุรี,2025-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,995,1062,995,0
สระบุรี,2025-05,โรคเยื่อบุตาอักเสบ,871,947,871,0
สระบุรี,2025-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12201,13681,12164,98
สระบุรี,2025-06,โรคปอดอุดกั้นเรื้อรัง,651,898,624,98
สระบุรี,2025-06,โรคผิวหนังอักเสบ,767,819,764,4
สระบุรี,2025-06,โรคลมพิษ,598,658,596,11
สระบุรี,2025-06,โรคหอบหืด,1232,1450,1222,58
สระบุรี,2025-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,995,1057,995,0
สระบุรี,2025-06,โรคเยื่อบุตาอักเสบ,938,991,938,0
สระบุรี,2025-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9131,10249,9107,61
สระบุรี,2025-07,โรคปอดอุดกั้นเรื้อรัง,650,932,631,86
สระบุรี,2025-07,โรคผิวหนังอักเสบ,807,875,807,0
สระบุรี,2025-07,โรคลมพิษ,713,800,712,17
สระบุรี,2025-07,โรคหอบหืด,1274,1533,1258,84
สระบุรี,2025-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1232,1339,1232,0
สระบุรี,2025-07,โรคเยื่อบุตาอักเสบ,985,1071,985,0
สระบุรี,2025-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9204,10311,9183,75
สระบุรี,2025-08,โรคปอดอุดกั้นเรื้อรัง,623,866,608,88
สระบุรี,2025-08,โรคผิวหนังอักเสบ,834,891,832,3
สระบุรี,2025-08,โรคลมพิษ,577,647,575,15
สระบุรี,2025-08,โรคหอบหืด,1364,1651,1340,96
สระบุรี,2025-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1107,1186,1107,0
สระบุรี,2025-08,โรคเยื่อบุตาอักเสบ,876,940,876,0
สระบุรี,2025-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13883,15570,13863,68
สระบุรี,2025-09,โรคปอดอุดกั้นเรื้อรัง,735,1066,717,108
สระบุรี,2025-09,โรคผิวหนังอักเสบ,935,1027,931,4
สระบุรี,2025-09,โรคลมพิษ,649,720,647,8
สระบุรี,2025-09,โรคหอบหืด,1515,1879,1495,91
สระบุรี,2025-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1274,1366,1274,0
สระบุรี,2025-09,โรคเยื่อบุตาอักเสบ,952,1023,952,0
สระบุรี,2025-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13848,15872,13842,47
สระบุรี,2025-10,โรคปอดอุดกั้นเรื้อรัง,696,988,663,108
สระบุรี,2025-10,โรคผิวหนังอักเสบ,756,816,756,0
สระบุรี,2025-10,โรคลมพิษ,621,678,619,4
สระบุรี,2025-10,โรคหอบหืด,1431,1737,1405,101
สระบุรี,2025-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1282,1397,1282,0
สระบุรี,2025-10,โรคเยื่อบุตาอักเสบ,849,932,849,0
สระบุรี,2025-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12593,14168,12570,47
สระบุรี,2025-11,โรคปอดอุดกั้นเรื้อรัง,706,979,671,126
สระบุรี,2025-11,โรคผิวหนังอักเสบ,650,696,650,0
สระบุรี,2025-11,โรคลมพิษ,553,619,552,12
สระบุรี,2025-11,โรคหอบหืด,1391,1650,1369,88
สระบุรี,2025-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1247,1328,1247,0
สระบุรี,2025-11,โรคเยื่อบุตาอักเสบ,857,926,856,1
สระบุรี,2025-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10944,12437,10926,44
สระบุรี,2025-12,โรคปอดอุดกั้นเรื้อรัง,698,1000,679,112
สระบุรี,2025-12,โรคผิวหนังอักเสบ,600,666,599,2
สระบุรี,2025-12,โรคลมพิษ,508,570,505,11
สระบุรี,2025-12,โรคหอบหืด,1362,1671,1343,93
สระบุรี,2025-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,1177,1261,1177,0
สระบุรี,2025-12,โรคเยื่อบุตาอักเสบ,725,780,725,0
สระแก้ว,2022-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5913,6431,5725,286
สระแก้ว,2022-01,โรคปอดอุดกั้นเรื้อรัง,437,608,411,78
สระแก้ว,2022-01,โรคผิวหนังอักเสบ,219,237,219,0
สระแก้ว,2022-01,โรคลมพิษ,146,165,145,3
สระแก้ว,2022-01,โรคหอบหืด,402,466,393,29
สระแก้ว,2022-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,113,121,113,0
สระแก้ว,2022-01,โรคเยื่อบุตาอักเสบ,504,526,504,0
สระแก้ว,2022-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6711,7501,6481,369
สระแก้ว,2022-02,โรคปอดอุดกั้นเรื้อรัง,366,468,344,65
สระแก้ว,2022-02,โรคผิวหนังอักเสบ,201,211,201,0
สระแก้ว,2022-02,โรคลมพิษ,165,177,164,4
สระแก้ว,2022-02,โรคหอบหืด,373,420,367,26
สระแก้ว,2022-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,88,92,88,0
สระแก้ว,2022-02,โรคเยื่อบุตาอักเสบ,424,445,424,0
สระแก้ว,2022-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15420,19604,15239,678
สระแก้ว,2022-03,โรคปอดอุดกั้นเรื้อรัง,419,543,392,72
สระแก้ว,2022-03,โรคผิวหนังอักเสบ,210,226,210,0
สระแก้ว,2022-03,โรคลมพิษ,177,186,177,2
สระแก้ว,2022-03,โรคหอบหืด,414,449,401,25
สระแก้ว,2022-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,104,113,104,0
สระแก้ว,2022-03,โรคเยื่อบุตาอักเสบ,498,518,497,1
สระแก้ว,2022-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15038,19591,14947,550
สระแก้ว,2022-04,โรคปอดอุดกั้นเรื้อรัง,372,483,348,62
สระแก้ว,2022-04,โรคผิวหนังอักเสบ,223,244,223,0
สระแก้ว,2022-04,โรคลมพิษ,135,146,135,1
สระแก้ว,2022-04,โรคหอบหืด,306,342,299,19
สระแก้ว,2022-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,76,77,75,1
สระแก้ว,2022-04,โรคเยื่อบุตาอักเสบ,398,405,398,0
สระแก้ว,2022-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5957,7056,5918,193
สระแก้ว,2022-05,โรคปอดอุดกั้นเรื้อรัง,427,553,406,70
สระแก้ว,2022-05,โรคผิวหนังอักเสบ,268,294,268,2
สระแก้ว,2022-05,โรคลมพิษ,175,185,175,1
สระแก้ว,2022-05,โรคหอบหืด,359,397,351,22
สระแก้ว,2022-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,90,93,90,0
สระแก้ว,2022-05,โรคเยื่อบุตาอักเสบ,442,462,441,1
สระแก้ว,2022-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6634,7478,6605,146
สระแก้ว,2022-06,โรคปอดอุดกั้นเรื้อรัง,417,549,403,51
สระแก้ว,2022-06,โรคผิวหนังอักเสบ,383,403,382,1
สระแก้ว,2022-06,โรคลมพิษ,151,158,149,2
สระแก้ว,2022-06,โรคหอบหืด,439,540,427,41
สระแก้ว,2022-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,98,105,98,0
สระแก้ว,2022-06,โรคเยื่อบุตาอักเสบ,519,554,519,0
สระแก้ว,2022-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7800,8562,7767,61
สระแก้ว,2022-07,โรคปอดอุดกั้นเรื้อรัง,360,477,347,52
สระแก้ว,2022-07,โรคผิวหนังอักเสบ,341,363,340,1
สระแก้ว,2022-07,โรคลมพิษ,167,180,165,5
สระแก้ว,2022-07,โรคหอบหืด,338,396,331,27
สระแก้ว,2022-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,65,66,65,0
สระแก้ว,2022-07,โรคเยื่อบุตาอักเสบ,522,541,521,2
สระแก้ว,2022-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11666,13078,11646,59
สระแก้ว,2022-08,โรคปอดอุดกั้นเรื้อรัง,472,607,449,76
สระแก้ว,2022-08,โรคผิวหนังอักเสบ,364,399,363,2
สระแก้ว,2022-08,โรคลมพิษ,192,204,191,1
สระแก้ว,2022-08,โรคหอบหืด,410,494,397,35
สระแก้ว,2022-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,130,138,130,0
สระแก้ว,2022-08,โรคเยื่อบุตาอักเสบ,536,566,536,0
สระแก้ว,2022-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13432,15163,13407,50
สระแก้ว,2022-09,โรคปอดอุดกั้นเรื้อรัง,409,529,385,72
สระแก้ว,2022-09,โรคผิวหนังอักเสบ,305,335,304,1
สระแก้ว,2022-09,โรคลมพิษ,190,207,188,2
สระแก้ว,2022-09,โรคหอบหืด,417,519,407,38
สระแก้ว,2022-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,137,149,136,1
สระแก้ว,2022-09,โรคเยื่อบุตาอักเสบ,564,592,564,0
สระแก้ว,2022-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9724,10716,9710,35
สระแก้ว,2022-10,โรคปอดอุดกั้นเรื้อรัง,496,704,472,101
สระแก้ว,2022-10,โรคผิวหนังอักเสบ,268,286,267,2
สระแก้ว,2022-10,โรคลมพิษ,162,172,161,4
สระแก้ว,2022-10,โรคหอบหืด,452,554,444,48
สระแก้ว,2022-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,139,152,139,0
สระแก้ว,2022-10,โรคเยื่อบุตาอักเสบ,559,591,559,0
สระแก้ว,2022-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11231,12403,11202,68
สระแก้ว,2022-11,โรคปอดอุดกั้นเรื้อรัง,492,681,479,79
สระแก้ว,2022-11,โรคผิวหนังอักเสบ,246,279,245,1
สระแก้ว,2022-11,โรคลมพิษ,199,212,196,4
สระแก้ว,2022-11,โรคหอบหืด,567,674,552,56
สระแก้ว,2022-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,185,208,184,1
สระแก้ว,2022-11,โรคเยื่อบุตาอักเสบ,585,616,585,0
สระแก้ว,2022-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10132,11166,10110,54
สระแก้ว,2022-12,โรคปอดอุดกั้นเรื้อรัง,469,631,447,90
สระแก้ว,2022-12,โรคผิวหนังอักเสบ,216,254,216,1
สระแก้ว,2022-12,โรคลมพิษ,146,162,144,3
สระแก้ว,2022-12,โรคหอบหืด,419,527,410,43
สระแก้ว,2022-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,139,152,139,0
สระแก้ว,2022-12,โรคเยื่อบุตาอักเสบ,485,515,485,0
สระแก้ว,2023-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9312,10410,9292,46
สระแก้ว,2023-01,โรคปอดอุดกั้นเรื้อรัง,518,717,488,112
สระแก้ว,2023-01,โรคผิวหนังอักเสบ,231,259,231,0
สระแก้ว,2023-01,โรคลมพิษ,143,161,142,2
สระแก้ว,2023-01,โรคหอบหืด,516,627,500,60
สระแก้ว,2023-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,159,179,159,0
สระแก้ว,2023-01,โรคเยื่อบุตาอักเสบ,550,580,550,0
สระแก้ว,2023-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7448,8158,7424,53
สระแก้ว,2023-02,โรคปอดอุดกั้นเรื้อรัง,493,713,474,95
สระแก้ว,2023-02,โรคผิวหนังอักเสบ,235,252,235,0
สระแก้ว,2023-02,โรคลมพิษ,160,176,158,3
สระแก้ว,2023-02,โรคหอบหืด,490,585,480,45
สระแก้ว,2023-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,186,213,186,0
สระแก้ว,2023-02,โรคเยื่อบุตาอักเสบ,618,645,617,1
สระแก้ว,2023-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6960,7619,6941,41
สระแก้ว,2023-03,โรคปอดอุดกั้นเรื้อรัง,509,683,482,97
สระแก้ว,2023-03,โรคผิวหนังอักเสบ,246,263,246,0
สระแก้ว,2023-03,โรคลมพิษ,168,178,167,3
สระแก้ว,2023-03,โรคหอบหืด,472,589,462,50
สระแก้ว,2023-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,190,217,189,1
สระแก้ว,2023-03,โรคเยื่อบุตาอักเสบ,647,684,647,0
สระแก้ว,2023-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4105,4407,4090,30
สระแก้ว,2023-04,โรคปอดอุดกั้นเรื้อรัง,474,664,460,99
สระแก้ว,2023-04,โรคผิวหนังอักเสบ,247,261,247,0
สระแก้ว,2023-04,โรคลมพิษ,165,181,162,5
สระแก้ว,2023-04,โรคหอบหืด,388,439,386,18
สระแก้ว,2023-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,119,129,118,1
สระแก้ว,2023-04,โรคเยื่อบุตาอักเสบ,571,618,571,0
สระแก้ว,2023-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7176,7734,7147,53
สระแก้ว,2023-05,โรคปอดอุดกั้นเรื้อรัง,522,705,498,98
สระแก้ว,2023-05,โรคผิวหนังอักเสบ,337,362,336,1
สระแก้ว,2023-05,โรคลมพิษ,203,226,203,2
สระแก้ว,2023-05,โรคหอบหืด,467,523,462,18
สระแก้ว,2023-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,131,144,130,1
สระแก้ว,2023-05,โรคเยื่อบุตาอักเสบ,581,627,580,1
สระแก้ว,2023-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10658,12906,10620,93
สระแก้ว,2023-06,โรคปอดอุดกั้นเรื้อรัง,503,798,487,78
สระแก้ว,2023-06,โรคผิวหนังอักเสบ,417,511,417,0
สระแก้ว,2023-06,โรคลมพิษ,213,277,211,5
สระแก้ว,2023-06,โรคหอบหืด,437,618,429,28
สระแก้ว,2023-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,147,210,147,0
สระแก้ว,2023-06,โรคเยื่อบุตาอักเสบ,589,692,589,0
สระแก้ว,2023-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10196,11755,10165,75
สระแก้ว,2023-07,โรคปอดอุดกั้นเรื้อรัง,527,744,508,81
สระแก้ว,2023-07,โรคผิวหนังอักเสบ,410,486,410,0
สระแก้ว,2023-07,โรคลมพิษ,187,219,186,2
สระแก้ว,2023-07,โรคหอบหืด,485,605,471,39
สระแก้ว,2023-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,166,208,166,0
สระแก้ว,2023-07,โรคเยื่อบุตาอักเสบ,572,635,572,0
สระแก้ว,2023-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9396,10564,9376,51
สระแก้ว,2023-08,โรคปอดอุดกั้นเรื้อรัง,490,677,468,84
สระแก้ว,2023-08,โรคผิวหนังอักเสบ,381,425,381,0
สระแก้ว,2023-08,โรคลมพิษ,261,281,261,4
สระแก้ว,2023-08,โรคหอบหืด,464,536,453,31
สระแก้ว,2023-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,148,173,148,0
