province,ym,disease,persons,visits,opd,ipd
จันทบุรี,2024-09,โรคผิวหนังอักเสบ,419,462,417,2
จันทบุรี,2024-09,โรคลมพิษ,304,339,304,3
จันทบุรี,2024-09,โรคหอบหืด,966,1183,955,70
จันทบุรี,2024-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,510,549,510,0
จันทบุรี,2024-09,โรคเยื่อบุตาอักเสบ,435,481,435,1
จันทบุรี,2024-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5273,6088,5259,37
จันทบุรี,2024-10,โรคปอดอุดกั้นเรื้อรัง,976,1528,953,128
จันทบุรี,2024-10,โรคผิวหนังอักเสบ,409,454,409,1
จันทบุรี,2024-10,โรคลมพิษ,321,381,321,1
จันทบุรี,2024-10,โรคหอบหืด,1081,1485,1069,77
จันทบุรี,2024-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,468,531,468,0
จันทบุรี,2024-10,โรคเยื่อบุตาอักเสบ,485,545,485,1
จันทบุรี,2024-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5091,5679,5074,39
จันทบุรี,2024-11,โรคปอดอุดกั้นเรื้อรัง,989,1400,965,122
จันทบุรี,2024-11,โรคผิวหนังอักเสบ,423,485,423,0
จันทบุรี,2024-11,โรคลมพิษ,303,335,303,5
จันทบุรี,2024-11,โรคหอบหืด,1029,1294,1012,80
จันทบุรี,2024-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,484,516,484,0
จันทบุรี,2024-11,โรคเยื่อบุตาอักเสบ,497,559,496,1
จันทบุรี,2024-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5249,5877,5241,24
จันทบุรี,2024-12,โรคปอดอุดกั้นเรื้อรัง,877,1322,862,127
จันทบุรี,2024-12,โรคผิวหนังอักเสบ,320,357,320,0
จันทบุรี,2024-12,โรคลมพิษ,288,331,286,5
จันทบุรี,2024-12,โรคหอบหืด,973,1235,963,61
จันทบุรี,2024-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,481,517,481,0
จันทบุรี,2024-12,โรคเยื่อบุตาอักเสบ,467,512,467,2
จันทบุรี,2025-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6720,7462,6706,41
จันทบุรี,2025-01,โรคปอดอุดกั้นเรื้อรัง,1068,1598,1034,194
จันทบุรี,2025-01,โรคผิวหนังอักเสบ,388,436,388,0
จันทบุรี,2025-01,โรคลมพิษ,266,286,266,2
จันทบุรี,2025-01,โรคหอบหืด,1110,1406,1093,97
จันทบุรี,2025-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,640,692,638,2
จันทบุรี,2025-01,โรคเยื่อบุตาอักเสบ,567,619,567,0
จันทบุรี,2025-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5677,6296,5665,29
จันทบุรี,2025-02,โรคปอดอุดกั้นเรื้อรัง,912,1367,888,157
จันทบุรี,2025-02,โรคผิวหนังอักเสบ,313,346,312,2
จันทบุรี,2025-02,โรคลมพิษ,240,251,238,3
จันทบุรี,2025-02,โรคหอบหืด,949,1170,936,70
จันทบุรี,2025-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,508,548,507,1
จันทบุรี,2025-02,โรคเยื่อบุตาอักเสบ,521,573,521,1
จันทบุรี,2025-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5145,5719,5129,40
จันทบุรี,2025-03,โรคปอดอุดกั้นเรื้อรัง,953,1379,927,148
จันทบุรี,2025-03,โรคผิวหนังอักเสบ,345,392,344,1
จันทบุรี,2025-03,โรคลมพิษ,287,310,284,4
จันทบุรี,2025-03,โรคหอบหืด,1007,1233,995,75
จันทบุรี,2025-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,482,520,481,2
จันทบุรี,2025-03,โรคเยื่อบุตาอักเสบ,515,551,514,1
จันทบุรี,2025-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,3684,4032,3662,60
จันทบุรี,2025-04,โรคปอดอุดกั้นเรื้อรัง,886,1208,869,112
จันทบุรี,2025-04,โรคผิวหนังอักเสบ,386,408,386,0
จันทบุรี,2025-04,โรคลมพิษ,302,335,300,3
จันทบุรี,2025-04,โรคหอบหืด,854,992,846,50
จันทบุรี,2025-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,435,453,435,1
จันทบุรี,2025-04,โรคเยื่อบุตาอักเสบ,474,516,474,1
จันทบุรี,2025-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,8628,9346,8579,150
จันทบุรี,2025-05,โรคปอดอุดกั้นเรื้อรัง,967,1368,944,145
จันทบุรี,2025-05,โรคผิวหนังอักเสบ,428,468,428,0
จันทบุรี,2025-05,โรคลมพิษ,328,365,326,7
จันทบุรี,2025-05,โรคหอบหืด,1046,1235,1037,65
จันทบุรี,2025-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,421,451,419,4
จันทบุรี,2025-05,โรคเยื่อบุตาอักเสบ,401,432,401,0
จันทบุรี,2025-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7170,7934,7144,103
จันทบุรี,2025-06,โรคปอดอุดกั้นเรื้อรัง,848,1151,829,111
จันทบุรี,2025-06,โรคผิวหนังอักเสบ,384,411,383,2
จันทบุรี,2025-06,โรคลมพิษ,302,326,302,0
จันทบุรี,2025-06,โรคหอบหืด,844,1007,835,49
จันทบุรี,2025-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,405,425,404,1
จันทบุรี,2025-06,โรคเยื่อบุตาอักเสบ,408,439,408,0
จันทบุรี,2025-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4586,5072,4569,44
จันทบุรี,2025-07,โรคปอดอุดกั้นเรื้อรัง,925,1350,910,118
จันทบุรี,2025-07,โรคผิวหนังอักเสบ,379,407,379,0
จันทบุรี,2025-07,โรคลมพิษ,343,379,343,2
จันทบุรี,2025-07,โรคหอบหืด,1038,1320,1022,81
จันทบุรี,2025-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,440,474,440,0
จันทบุรี,2025-07,โรคเยื่อบุตาอักเสบ,404,431,403,1
จันทบุรี,2025-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,3874,4252,3865,28
จันทบุรี,2025-08,โรคปอดอุดกั้นเรื้อรัง,897,1209,877,119
จันทบุรี,2025-08,โรคผิวหนังอักเสบ,391,419,390,1
จันทบุรี,2025-08,โรคลมพิษ,314,364,309,10
จันทบุรี,2025-08,โรคหอบหืด,970,1201,953,82
จันทบุรี,2025-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,438,464,436,4
จันทบุรี,2025-08,โรคเยื่อบุตาอักเสบ,462,499,461,1
จันทบุรี,2025-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6030,6640,6021,29
จันทบุรี,2025-09,โรคปอดอุดกั้นเรื้อรัง,895,1183,879,101
จันทบุรี,2025-09,โรคผิวหนังอักเสบ,354,392,354,0
จันทบุรี,2025-09,โรคลมพิษ,292,332,288,7
จันทบุรี,2025-09,โรคหอบหืด,1052,1299,1038,84
จันทบุรี,2025-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,476,500,476,0
จันทบุรี,2025-09,โรคเยื่อบุตาอักเสบ,447,482,446,1
จันทบุรี,2025-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,5985,6785,5969,32
จันทบุรี,2025-10,โรคปอดอุดกั้นเรื้อรัง,913,1436,894,137
จันทบุรี,2025-10,โรคผิวหนังอักเสบ,378,418,378,0
จันทบุรี,2025-10,โรคลมพิษ,269,309,264,8
จันทบุรี,2025-10,โรคหอบหืด,1068,1429,1040,91
จันทบุรี,2025-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,425,459,422,4
จันทบุรี,2025-10,โรคเยื่อบุตาอักเสบ,454,521,454,0
จันทบุรี,2025-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4635,5223,4621,26
จันทบุรี,2025-11,โรคปอดอุดกั้นเรื้อรัง,916,1384,898,128
จันทบุรี,2025-11,โรคผิวหนังอักเสบ,296,326,296,0
จันทบุรี,2025-11,โรคลมพิษ,267,312,257,14
จันทบุรี,2025-11,โรคหอบหืด,1019,1418,1003,100
จันทบุรี,2025-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,446,490,446,0
จันทบุรี,2025-11,โรคเยื่อบุตาอักเสบ,457,514,456,2
จันทบุรี,2025-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,4441,5006,4427,31
จันทบุรี,2025-12,โรคปอดอุดกั้นเรื้อรัง,894,1371,868,133
จันทบุรี,2025-12,โรคผิวหนังอักเสบ,337,378,337,0
จันทบุรี,2025-12,โรคลมพิษ,249,278,247,3
จันทบุรี,2025-12,โรคหอบหืด,1062,1469,1045,95
จันทบุรี,2025-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,456,501,456,0
จันทบุรี,2025-12,โรคเยื่อบุตาอักเสบ,467,527,467,0
ฉะเชิงเทรา,2022-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6667,7416,6235,620
ฉะเชิงเทรา,2022-01,โรคปอดอุดกั้นเรื้อรัง,717,923,701,75
ฉะเชิงเทรา,2022-01,โรคผิวหนังอักเสบ,341,373,340,2
ฉะเชิงเทรา,2022-01,โรคลมพิษ,354,410,353,3
ฉะเชิงเทรา,2022-01,โรคหอบหืด,867,948,862,15
ฉะเชิงเทรา,2022-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,215,224,215,0
ฉะเชิงเทรา,2022-01,โรคเยื่อบุตาอักเสบ,369,395,369,0
ฉะเชิงเทรา,2022-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,7897,10067,6697,2021
ฉะเชิงเทรา,2022-02,โรคปอดอุดกั้นเรื้อรัง,595,738,581,55
ฉะเชิงเทรา,2022-02,โรคผิวหนังอักเสบ,322,343,322,0
ฉะเชิงเทรา,2022-02,โรคลมพิษ,326,359,326,1
ฉะเชิงเทรา,2022-02,โรคหอบหืด,717,804,716,14
ฉะเชิงเทรา,2022-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,209,228,209,0
ฉะเชิงเทรา,2022-02,โรคเยื่อบุตาอักเสบ,318,339,318,0
ฉะเชิงเทรา,2022-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,28611,37560,25146,7895
ฉะเชิงเทรา,2022-03,โรคปอดอุดกั้นเรื้อรัง,608,773,598,48
ฉะเชิงเทรา,2022-03,โรคผิวหนังอักเสบ,332,364,332,0
ฉะเชิงเทรา,2022-03,โรคลมพิษ,296,320,293,6
ฉะเชิงเทรา,2022-03,โรคหอบหืด,893,994,890,22
ฉะเชิงเทรา,2022-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,221,236,221,0
ฉะเชิงเทรา,2022-03,โรคเยื่อบุตาอักเสบ,301,320,301,0
ฉะเชิงเทรา,2022-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,27259,36784,25148,6554
ฉะเชิงเทรา,2022-04,โรคปอดอุดกั้นเรื้อรัง,651,820,638,51
ฉะเชิงเทรา,2022-04,โรคผิวหนังอักเสบ,302,320,302,0
ฉะเชิงเทรา,2022-04,โรคลมพิษ,289,323,289,5
ฉะเชิงเทรา,2022-04,โรคหอบหืด,728,796,722,21
ฉะเชิงเทรา,2022-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,177,193,177,1
ฉะเชิงเทรา,2022-04,โรคเยื่อบุตาอักเสบ,275,290,275,0
ฉะเชิงเทรา,2022-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12142,16572,11796,2504
ฉะเชิงเทรา,2022-05,โรคปอดอุดกั้นเรื้อรัง,669,889,652,81
ฉะเชิงเทรา,2022-05,โรคผิวหนังอักเสบ,398,424,398,0
ฉะเชิงเทรา,2022-05,โรคลมพิษ,299,341,298,5
ฉะเชิงเทรา,2022-05,โรคหอบหืด,754,852,750,17
ฉะเชิงเทรา,2022-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,213,226,213,0
ฉะเชิงเทรา,2022-05,โรคเยื่อบุตาอักเสบ,310,334,310,0
ฉะเชิงเทรา,2022-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12674,15252,12542,1058
ฉะเชิงเทรา,2022-06,โรคปอดอุดกั้นเรื้อรัง,550,707,530,65
ฉะเชิงเทรา,2022-06,โรคผิวหนังอักเสบ,472,500,472,1
ฉะเชิงเทรา,2022-06,โรคลมพิษ,391,445,390,3
ฉะเชิงเทรา,2022-06,โรคหอบหืด,901,1060,891,54
ฉะเชิงเทรา,2022-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,255,272,254,1
ฉะเชิงเทรา,2022-06,โรคเยื่อบุตาอักเสบ,376,412,376,1
ฉะเชิงเทรา,2022-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,16474,18118,16396,208
ฉะเชิงเทรา,2022-07,โรคปอดอุดกั้นเรื้อรัง,640,829,624,66
ฉะเชิงเทรา,2022-07,โรคผิวหนังอักเสบ,446,473,446,0
ฉะเชิงเทรา,2022-07,โรคลมพิษ,375,421,371,7
ฉะเชิงเทรา,2022-07,โรคหอบหืด,802,915,793,30
ฉะเชิงเทรา,2022-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,260,281,260,0
ฉะเชิงเทรา,2022-07,โรคเยื่อบุตาอักเสบ,376,409,376,0
ฉะเชิงเทรา,2022-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,20951,23091,20856,235
ฉะเชิงเทรา,2022-08,โรคปอดอุดกั้นเรื้อรัง,686,903,662,92
ฉะเชิงเทรา,2022-08,โรคผิวหนังอักเสบ,513,547,513,0
ฉะเชิงเทรา,2022-08,โรคลมพิษ,444,472,444,3
ฉะเชิงเทรา,2022-08,โรคหอบหืด,949,1118,937,51
ฉะเชิงเทรา,2022-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,307,361,307,0
ฉะเชิงเทรา,2022-08,โรคเยื่อบุตาอักเสบ,431,455,431,0
ฉะเชิงเทรา,2022-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,16214,18252,16162,125
ฉะเชิงเทรา,2022-09,โรคปอดอุดกั้นเรื้อรัง,668,918,639,118
ฉะเชิงเทรา,2022-09,โรคผิวหนังอักเสบ,471,515,471,0
ฉะเชิงเทรา,2022-09,โรคลมพิษ,357,382,356,3
ฉะเชิงเทรา,2022-09,โรคหอบหืด,968,1157,952,63
ฉะเชิงเทรา,2022-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,315,367,314,1
ฉะเชิงเทรา,2022-09,โรคเยื่อบุตาอักเสบ,341,371,341,0
ฉะเชิงเทรา,2022-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12492,14073,12466,90
ฉะเชิงเทรา,2022-10,โรคปอดอุดกั้นเรื้อรัง,721,1025,689,120
ฉะเชิงเทรา,2022-10,โรคผิวหนังอักเสบ,438,478,438,1
ฉะเชิงเทรา,2022-10,โรคลมพิษ,357,386,356,5
ฉะเชิงเทรา,2022-10,โรคหอบหืด,930,1123,915,73
ฉะเชิงเทรา,2022-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,327,372,327,1
ฉะเชิงเทรา,2022-10,โรคเยื่อบุตาอักเสบ,436,475,436,0
ฉะเชิงเทรา,2022-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,17951,20078,17884,142
ฉะเชิงเทรา,2022-11,โรคปอดอุดกั้นเรื้อรัง,762,1024,737,102
ฉะเชิงเทรา,2022-11,โรคผิวหนังอักเสบ,479,531,479,0
ฉะเชิงเทรา,2022-11,โรคลมพิษ,401,447,399,6
ฉะเชิงเทรา,2022-11,โรคหอบหืด,1041,1235,1024,50
ฉะเชิงเทรา,2022-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,374,431,374,0
ฉะเชิงเทรา,2022-11,โรคเยื่อบุตาอักเสบ,389,425,389,0
ฉะเชิงเทรา,2022-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14802,16657,14764,106
ฉะเชิงเทรา,2022-12,โรคปอดอุดกั้นเรื้อรัง,670,899,642,115
ฉะเชิงเทรา,2022-12,โรคผิวหนังอักเสบ,391,416,391,0
ฉะเชิงเทรา,2022-12,โรคลมพิษ,316,342,315,5
ฉะเชิงเทรา,2022-12,โรคหอบหืด,1069,1315,1049,77
ฉะเชิงเทรา,2022-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,379,437,379,0
ฉะเชิงเทรา,2022-12,โรคเยื่อบุตาอักเสบ,386,412,385,2
ฉะเชิงเทรา,2023-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12075,13475,12053,66
ฉะเชิงเทรา,2023-01,โรคปอดอุดกั้นเรื้อรัง,790,1079,760,124
ฉะเชิงเทรา,2023-01,โรคผิวหนังอักเสบ,402,437,400,2
ฉะเชิงเทรา,2023-01,โรคลมพิษ,330,358,329,8
ฉะเชิงเทรา,2023-01,โรคหอบหืด,1127,1367,1119,67
ฉะเชิงเทรา,2023-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,430,486,430,0
ฉะเชิงเทรา,2023-01,โรคเยื่อบุตาอักเสบ,426,459,426,0
ฉะเชิงเทรา,2023-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9953,11046,9928,57
ฉะเชิงเทรา,2023-02,โรคปอดอุดกั้นเรื้อรัง,730,1009,699,140
ฉะเชิงเทรา,2023-02,โรคผิวหนังอักเสบ,439,476,439,0
ฉะเชิงเทรา,2023-02,โรคลมพิษ,384,433,383,5
ฉะเชิงเทรา,2023-02,โรคหอบหืด,1146,1369,1131,64
ฉะเชิงเทรา,2023-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,447,502,447,0
ฉะเชิงเทรา,2023-02,โรคเยื่อบุตาอักเสบ,453,487,453,0
ฉะเชิงเทรา,2023-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9273,10345,9242,78
ฉะเชิงเทรา,2023-03,โรคปอดอุดกั้นเรื้อรัง,773,1097,736,151
ฉะเชิงเทรา,2023-03,โรคผิวหนังอักเสบ,454,498,454,0
ฉะเชิงเทรา,2023-03,โรคลมพิษ,401,453,399,10
ฉะเชิงเทรา,2023-03,โรคหอบหืด,1154,1352,1139,60
ฉะเชิงเทรา,2023-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,469,524,469,0
ฉะเชิงเทรา,2023-03,โรคเยื่อบุตาอักเสบ,518,538,518,0
ฉะเชิงเทรา,2023-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,6302,6948,6267,88
ฉะเชิงเทรา,2023-04,โรคปอดอุดกั้นเรื้อรัง,689,929,655,121
ฉะเชิงเทรา,2023-04,โรคผิวหนังอักเสบ,427,441,427,0
ฉะเชิงเทรา,2023-04,โรคลมพิษ,434,496,430,17
ฉะเชิงเทรา,2023-04,โรคหอบหืด,876,995,867,35
ฉะเชิงเทรา,2023-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,327,349,327,0
ฉะเชิงเทรา,2023-04,โรคเยื่อบุตาอักเสบ,433,455,433,0
ฉะเชิงเทรา,2023-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13098,14614,12991,255
ฉะเชิงเทรา,2023-05,โรคปอดอุดกั้นเรื้อรัง,760,1031,719,128
ฉะเชิงเทรา,2023-05,โรคผิวหนังอักเสบ,531,566,531,0
ฉะเชิงเทรา,2023-05,โรคลมพิษ,441,478,441,4
ฉะเชิงเทรา,2023-05,โรคหอบหืด,981,1101,973,28
ฉะเชิงเทรา,2023-05,โรคเยื่อจมูกอักเสบจากภูมิแพ้,412,468,412,1
ฉะเชิงเทรา,2023-05,โรคเยื่อบุตาอักเสบ,461,493,461,0
ฉะเชิงเทรา,2023-06,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,12131,13563,12077,164
ฉะเชิงเทรา,2023-06,โรคปอดอุดกั้นเรื้อรัง,665,877,639,100
ฉะเชิงเทรา,2023-06,โรคผิวหนังอักเสบ,650,696,648,5
ฉะเชิงเทรา,2023-06,โรคลมพิษ,430,493,429,17
ฉะเชิงเทรา,2023-06,โรคหอบหืด,1057,1209,1037,62
ฉะเชิงเทรา,2023-06,โรคเยื่อจมูกอักเสบจากภูมิแพ้,388,422,388,0
ฉะเชิงเทรา,2023-06,โรคเยื่อบุตาอักเสบ,481,514,481,0
ฉะเชิงเทรา,2023-07,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11686,13174,11647,116
ฉะเชิงเทรา,2023-07,โรคปอดอุดกั้นเรื้อรัง,708,963,680,115
ฉะเชิงเทรา,2023-07,โรคผิวหนังอักเสบ,607,644,607,0
ฉะเชิงเทรา,2023-07,โรคลมพิษ,461,510,461,6
ฉะเชิงเทรา,2023-07,โรคหอบหืด,909,1056,897,55
ฉะเชิงเทรา,2023-07,โรคเยื่อจมูกอักเสบจากภูมิแพ้,379,416,379,0
ฉะเชิงเทรา,2023-07,โรคเยื่อบุตาอักเสบ,444,473,444,0
ฉะเชิงเทรา,2023-08,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,13005,14718,12966,103
ฉะเชิงเทรา,2023-08,โรคปอดอุดกั้นเรื้อรัง,797,1074,761,116
ฉะเชิงเทรา,2023-08,โรคผิวหนังอักเสบ,670,704,669,1
ฉะเชิงเทรา,2023-08,โรคลมพิษ,529,607,527,10
ฉะเชิงเทรา,2023-08,โรคหอบหืด,1102,1303,1082,70
ฉะเชิงเทรา,2023-08,โรคเยื่อจมูกอักเสบจากภูมิแพ้,400,433,400,0
ฉะเชิงเทรา,2023-08,โรคเยื่อบุตาอักเสบ,471,506,471,0
ฉะเชิงเทรา,2023-09,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,18663,21203,18606,111
ฉะเชิงเทรา,2023-09,โรคปอดอุดกั้นเรื้อรัง,684,950,646,130
ฉะเชิงเทรา,2023-09,โรคผิวหนังอักเสบ,611,652,611,0
ฉะเชิงเทรา,2023-09,โรคลมพิษ,412,429,411,2
ฉะเชิงเทรา,2023-09,โรคหอบหืด,1036,1278,1020,76
ฉะเชิงเทรา,2023-09,โรคเยื่อจมูกอักเสบจากภูมิแพ้,399,420,399,0
ฉะเชิงเทรา,2023-09,โรคเยื่อบุตาอักเสบ,436,465,435,1
ฉะเชิงเทรา,2023-10,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,16696,19301,16666,81
ฉะเชิงเทรา,2023-10,โรคปอดอุดกั้นเรื้อรัง,838,1168,796,147
ฉะเชิงเทรา,2023-10,โรคผิวหนังอักเสบ,678,733,678,0
ฉะเชิงเทรา,2023-10,โรคลมพิษ,433,491,431,9
ฉะเชิงเทรา,2023-10,โรคหอบหืด,1122,1416,1106,76
ฉะเชิงเทรา,2023-10,โรคเยื่อจมูกอักเสบจากภูมิแพ้,379,416,379,1
ฉะเชิงเทรา,2023-10,โรคเยื่อบุตาอักเสบ,492,534,492,0
ฉะเชิงเทรา,2023-11,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15872,18143,15819,114
ฉะเชิงเทรา,2023-11,โรคปอดอุดกั้นเรื้อรัง,778,1053,745,127
ฉะเชิงเทรา,2023-11,โรคผิวหนังอักเสบ,534,616,534,0
ฉะเชิงเทรา,2023-11,โรคลมพิษ,378,425,376,7
ฉะเชิงเทรา,2023-11,โรคหอบหืด,1158,1428,1137,90
ฉะเชิงเทรา,2023-11,โรคเยื่อจมูกอักเสบจากภูมิแพ้,443,503,442,1
ฉะเชิงเทรา,2023-11,โรคเยื่อบุตาอักเสบ,533,582,533,0
ฉะเชิงเทรา,2023-12,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,14047,15840,14005,90
ฉะเชิงเทรา,2023-12,โรคปอดอุดกั้นเรื้อรัง,782,1105,747,136
ฉะเชิงเทรา,2023-12,โรคผิวหนังอักเสบ,467,515,467,0
ฉะเชิงเทรา,2023-12,โรคลมพิษ,356,394,353,3
ฉะเชิงเทรา,2023-12,โรคหอบหืด,1179,1409,1157,90
ฉะเชิงเทรา,2023-12,โรคเยื่อจมูกอักเสบจากภูมิแพ้,456,494,456,0
ฉะเชิงเทรา,2023-12,โรคเยื่อบุตาอักเสบ,435,471,435,0
ฉะเชิงเทรา,2024-01,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,15649,18217,15605,125
ฉะเชิงเทรา,2024-01,โรคปอดอุดกั้นเรื้อรัง,832,1196,795,131
ฉะเชิงเทรา,2024-01,โรคผิวหนังอักเสบ,529,590,528,1
ฉะเชิงเทรา,2024-01,โรคลมพิษ,382,439,381,6
ฉะเชิงเทรา,2024-01,โรคหอบหืด,1312,1663,1297,76
ฉะเชิงเทรา,2024-01,โรคเยื่อจมูกอักเสบจากภูมิแพ้,547,619,546,1
ฉะเชิงเทรา,2024-01,โรคเยื่อบุตาอักเสบ,594,672,594,0
ฉะเชิงเทรา,2024-02,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,11904,13356,11858,98
ฉะเชิงเทรา,2024-02,โรคปอดอุดกั้นเรื้อรัง,806,1097,765,149
ฉะเชิงเทรา,2024-02,โรคผิวหนังอักเสบ,546,586,545,1
ฉะเชิงเทรา,2024-02,โรคลมพิษ,357,399,356,4
ฉะเชิงเทรา,2024-02,โรคหอบหืด,1123,1338,1104,66
ฉะเชิงเทรา,2024-02,โรคเยื่อจมูกอักเสบจากภูมิแพ้,457,497,457,0
ฉะเชิงเทรา,2024-02,โรคเยื่อบุตาอักเสบ,644,678,644,1
ฉะเชิงเทรา,2024-03,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10632,11860,10594,81
ฉะเชิงเทรา,2024-03,โรคปอดอุดกั้นเรื้อรัง,864,1218,820,157
ฉะเชิงเทรา,2024-03,โรคผิวหนังอักเสบ,620,661,620,1
ฉะเชิงเทรา,2024-03,โรคลมพิษ,421,450,419,6
ฉะเชิงเทรา,2024-03,โรคหอบหืด,1170,1401,1161,67
ฉะเชิงเทรา,2024-03,โรคเยื่อจมูกอักเสบจากภูมิแพ้,466,517,466,0
ฉะเชิงเทรา,2024-03,โรคเยื่อบุตาอักเสบ,628,661,627,1
ฉะเชิงเทรา,2024-04,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,9208,10653,9146,143
ฉะเชิงเทรา,2024-04,โรคปอดอุดกั้นเรื้อรัง,801,1116,769,131
ฉะเชิงเทรา,2024-04,โรคผิวหนังอักเสบ,722,795,721,2
ฉะเชิงเทรา,2024-04,โรคลมพิษ,424,492,423,4
ฉะเชิงเทรา,2024-04,โรคหอบหืด,1076,1294,1062,46
ฉะเชิงเทรา,2024-04,โรคเยื่อจมูกอักเสบจากภูมิแพ้,363,400,363,1
ฉะเชิงเทรา,2024-04,โรคเยื่อบุตาอักเสบ,632,712,632,0
ฉะเชิงเทรา,2024-05,โรคติดเชื้อทางเดินหายใจส่วนบนเฉียบพลัน,10948,12188,10902,124
ฉะเชิงเทรา,2024-05,โรคปอดอุดกั้นเรื้อรัง,815,1101,772,126
ฉะเชิงเทรา,2024-05,โรคผิวหนังอักเสบ,814,859,814,1
ฉะเชิงเทรา,2024-05,โรคลมพิษ,462,494,460,8
