measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-25T12:00:00,119t,12.3,,13.0,1.3,0.0,2.0,21
2026-08-25T12:00:00,02t,11.1,,,,,,19
2026-08-25T12:00:00,03t,14.4,,,,,,24
2026-08-25T12:00:00,05t,11.9,,,,,,20
2026-08-25T12:00:00,12t,11.8,,,,,,20
2026-08-25T12:00:00,50t,14.1,,,,,,24
2026-08-25T12:00:00,52t,14.0,,,,,,23
2026-08-25T12:00:00,53t,13.9,,,,,,23
2026-08-25T12:00:00,54t,14.8,,,,,,25
2026-08-25T12:00:00,59t,10.5,20.0,16.0,0.7,5.0,,18
2026-08-25T12:00:00,61t,11.2,,,,,,19
2026-08-25T12:00:00,bkp100t,7.8,,,,,,13
2026-08-25T12:00:00,bkp101t,13.4,22.0,,,,,22
2026-08-25T12:00:00,bkp102t,9.8,43.0,,,,,22
2026-08-25T12:00:00,bkp103t,12.7,,,,,,21
2026-08-25T12:00:00,bkp104t,10.4,25.0,,,,,17
2026-08-25T12:00:00,bkp105t,17.1,,,,,,31
2026-08-25T12:00:00,bkp114t,8.3,,,,,,14
2026-08-25T12:00:00,bkp115t,9.3,,,,,,16
2026-08-25T12:00:00,bkp116t,9.7,,,,,,16
2026-08-25T12:00:00,bkp117t,9.2,,,,,,15
2026-08-25T12:00:00,bkp118t,12.6,,,,,,21
2026-08-25T12:00:00,bkp119t,10.7,,,,,,18
2026-08-25T12:00:00,bkp120t,10.2,,,,,,17
2026-08-25T12:00:00,bkp121t,9.6,,,,,,16
2026-08-25T12:00:00,bkp122t,8.0,,,,,,13
2026-08-25T12:00:00,bkp123t,10.1,,,,,,17
2026-08-25T12:00:00,bkp124t,13.7,,,,,,23
2026-08-25T12:00:00,bkp125t,16.3,,,,,,29
2026-08-25T12:00:00,bkp126t,11.0,,,,,,18
2026-08-25T12:00:00,bkp127t,16.1,,,,,,28
2026-08-25T12:00:00,bkp128t,9.4,,,,,,16
2026-08-25T12:00:00,bkp129t,8.7,,,,,,15
2026-08-25T12:00:00,bkp130t,8.3,,,,,,14
2026-08-25T12:00:00,bkp131t,10.1,,,,,,17
2026-08-25T12:00:00,bkp133t,10.2,,,,,,17
2026-08-25T12:00:00,bkp56t,11.8,51.0,,,,,26
2026-08-25T12:00:00,bkp57t,13.4,40.0,,,,,22
2026-08-25T12:00:00,bkp58t,18.3,52.0,,,,,34
2026-08-25T12:00:00,bkp59t,9.1,39.0,,,,,20
2026-08-25T12:00:00,bkp60t,8.1,37.0,,,,,19
2026-08-25T12:00:00,bkp61t,9.0,23.0,,,,,15
2026-08-25T12:00:00,bkp62t,19.8,,,,,,37
2026-08-25T12:00:00,bkp63t,12.6,,,,,,21
2026-08-25T12:00:00,bkp64t,18.5,,,,,,34
2026-08-25T12:00:00,bkp65t,15.6,,,,,,27
2026-08-25T12:00:00,bkp66t,15.2,,,,,,26
2026-08-25T12:00:00,bkp67t,17.5,,,,,,32
2026-08-25T12:00:00,bkp69t,15.0,,,,,,25
2026-08-25T12:00:00,bkp70t,8.2,30.0,,,,,15
2026-08-25T12:00:00,bkp71t,9.0,30.0,,,,,15
2026-08-25T12:00:00,bkp72t,17.1,54.0,,,,,31
2026-08-25T12:00:00,bkp73t,12.7,,,,,,21
2026-08-25T12:00:00,bkp74t,8.8,33.0,,,,,17
2026-08-25T12:00:00,bkp75t,12.2,32.0,,,,,20
2026-08-25T12:00:00,bkp76t,8.1,,,,,,14
2026-08-25T12:00:00,bkp77t,8.9,27.0,,,,,15
2026-08-25T12:00:00,bkp78t,20.4,,,,,,39
2026-08-25T12:00:00,bkp79t,14.8,34.0,,,,,25
2026-08-25T12:00:00,bkp80t,14.5,61.0,,,,,34
2026-08-25T12:00:00,bkp81t,18.0,60.0,,,,,33
2026-08-25T12:00:00,bkp82t,15.2,,,,,,26
2026-08-25T12:00:00,bkp83t,8.5,,,,,,14
2026-08-25T12:00:00,bkp84t,18.5,41.0,,,,,34
2026-08-25T12:00:00,bkp85t,15.1,,,,,,26
2026-08-25T12:00:00,bkp86t,13.1,23.0,,,,,22
2026-08-25T12:00:00,bkp87t,10.7,25.0,,,,,18
2026-08-25T12:00:00,bkp88t,13.3,,,,,,22
2026-08-25T12:00:00,bkp89t,16.0,51.0,,,,,28
2026-08-25T12:00:00,bkp90t,14.8,45.0,,,,,25
2026-08-25T12:00:00,bkp91t,10.3,36.0,,,,,18
2026-08-25T12:00:00,bkp92t,15.5,,,,,,27
2026-08-25T12:00:00,bkp93t,8.8,28.0,,,,,15
2026-08-25T12:00:00,bkp94t,14.8,,,,,,25
2026-08-25T12:00:00,bkp95t,15.1,,,,,,26
2026-08-25T12:00:00,bkp96t,11.6,26.0,,,,,19
2026-08-25T12:00:00,bkp97t,15.3,,,,,,26
