6712|74|จังหวัดสมุทรสาคร |0| |0| |0| |283,460|307,407|590,867|323,332|
6712|75|จังหวัดสมุทรสงคราม |0| |0| |0| |89,040|97,744|186,784|77,393|
6712|76|จังหวัดเพชรบุรี |0| |0| |0| |232,930|251,215|484,145|237,512|
6712|77|จังหวัดประจวบคีรีขันธ์ |0| |0| |0| |270,215|281,554|551,769|293,330|
6712|80|จังหวัดนครศรีธรรมราช |0| |0| |0| |757,539|777,114|1,534,653|616,268|
6712|81|จังหวัดกระบี่ |0| |0| |0| |240,313|243,542|483,855|208,232|
6712|82|จังหวัดพังงา |0| |0| |0| |132,910|133,386|266,296|125,443|
6712|83|จังหวัดภูเก็ต |0| |0| |0| |201,988|227,595|429,583|294,383|
6712|84|จังหวัดสุราษฎร์ธานี |0| |0| |0| |529,077|547,589|1,076,666|550,373|
6712|85|จังหวัดระนอง |0| |0| |0| |96,944|95,983|192,927|98,370|
6712|86|จังหวัดชุมพร |0| |0| |0| |250,267|257,786|508,053|256,148|
6712|90|จังหวัดสงขลา |0| |0| |0| |695,802|735,305|1,431,107|593,923|
6712|91|จังหวัดสตูล |0| |0| |0| |161,667|163,212|324,879|111,775|
6712|92|จังหวัดตรัง |0| |0| |0| |310,045|324,914|634,959|246,853|
6712|93|จังหวัดพัทลุง |0| |0| |0| |252,460|266,980|519,440|207,767|
6712|94|จังหวัดปัตตานี |0| |0| |0| |366,532|374,372|740,904|208,009|
6712|95|จังหวัดยะลา |0| |0| |0| |274,701|278,273|552,974|181,284|
6712|96|จังหวัดนราธิวาส |0| |0| |0| |407,632|416,364|823,996|232,664|
