measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-09-18T21:00:00,119t,7.0,,11.0,0.5,3.0,3.0,12
2026-09-18T21:00:00,02t,11.9,,,,,,20
2026-09-16T15:00:00,03t,17.2,,,,,,31
2026-09-18T18:00:00,05t,12.6,,,,,,21
2026-09-18T18:00:00,12t,13.7,,,,,,23
2026-09-18T21:00:00,50t,14.5,,,,,,24
2026-09-18T21:00:00,52t,13.7,,,,,,23
2026-09-18T21:00:00,53t,13.6,,,,,,23
2026-09-18T18:00:00,54t,16.7,,,0.0,,,30
2026-09-18T21:00:00,59t,10.4,22.0,,,11.0,,17
2026-09-18T21:00:00,61t,12.9,,,,,,22
2026-09-18T21:00:00,bkp100t,5.6,,,,,,9
2026-09-18T21:00:00,bkp101t,14.2,17.0,,,,,24
2026-09-18T21:00:00,bkp102t,8.8,36.0,,,,,18
2026-09-18T21:00:00,bkp103t,17.0,,,,,,31
2026-09-18T21:00:00,bkp104t,9.1,21.0,,,,,15
2026-09-18T21:00:00,bkp105t,21.6,,,,,,42
2026-09-18T21:00:00,bkp114t,9.5,,,,,,16
2026-09-18T21:00:00,bkp115t,8.6,,,,,,14
2026-09-18T21:00:00,bkp116t,11.2,,,,,,19
2026-09-18T21:00:00,bkp117t,7.2,,,,,,12
2026-09-18T21:00:00,bkp118t,11.9,,,,,,20
2026-09-18T21:00:00,bkp119t,10.2,,,,,,17
2026-09-18T21:00:00,bkp120t,12.8,,,,,,21
2026-09-18T21:00:00,bkp121t,7.7,,,,,,13
2026-09-18T21:00:00,bkp122t,8.8,,,,,,15
2026-09-18T21:00:00,bkp123t,9.0,,,,,,15
2026-09-18T21:00:00,bkp124t,12.8,,,,,,21
2026-09-18T21:00:00,bkp125t,15.2,,,,,,26
2026-09-18T21:00:00,bkp126t,10.0,,,,,,17
2026-09-18T21:00:00,bkp127t,16.0,,,,,,28
2026-09-18T21:00:00,bkp128t,7.9,,,,,,13
2026-09-18T21:00:00,bkp129t,9.4,,,,,,16
2026-09-18T21:00:00,bkp130t,9.5,,,,,,16
2026-09-18T21:00:00,bkp131t,9.7,,,,,,16
2026-09-18T21:00:00,bkp133t,9.9,,,,,,17
2026-09-18T21:00:00,bkp56t,9.7,45.0,,,,,23
2026-09-18T21:00:00,bkp57t,15.4,63.0,,,,,36
2026-09-18T21:00:00,bkp58t,15.9,56.0,,,,,30
