measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-26T20:00:00,119t,11.0,,20.0,1.2,2.0,2.0,18
2026-08-26T19:00:00,02t,9.4,,,,,,16
2026-08-26T17:00:00,03t,12.8,,,,,,21
2026-08-26T17:00:00,05t,10.4,,,,,,17
2026-08-26T17:00:00,12t,10.3,,,,,,17
2026-08-26T19:00:00,50t,12.3,,,,,,21
2026-08-26T20:00:00,52t,11.2,,,,,,19
2026-08-26T20:00:00,53t,11.3,,,,,,19
2026-08-26T17:00:00,54t,12.8,,,0.0,,,21
2026-08-26T20:00:00,59t,8.4,17.0,28.0,0.7,8.0,,20
2026-08-26T20:00:00,61t,9.6,,,,,,16
2026-08-26T20:00:00,bkp100t,5.3,,,,,,9
2026-08-26T20:00:00,bkp101t,10.3,10.0,,,,,17
2026-08-26T20:00:00,bkp102t,7.2,29.0,,,,,15
2026-08-26T19:00:00,bkp103t,9.5,,,,,,16
2026-08-26T20:00:00,bkp104t,8.6,20.0,,,,,14
2026-08-26T19:00:00,bkp105t,15.5,,,,,,27
2026-08-26T19:00:00,bkp114t,6.5,,,,,,11
2026-08-26T19:00:00,bkp115t,6.5,,,,,,11
2026-08-26T19:00:00,bkp116t,6.3,,,,,,11
2026-08-26T19:00:00,bkp117t,6.4,,,,,,11
2026-08-26T19:00:00,bkp118t,9.6,,,,,,16
2026-08-26T19:00:00,bkp119t,7.6,,,,,,13
2026-08-26T19:00:00,bkp120t,7.0,,,,,,12
2026-08-26T19:00:00,bkp121t,7.9,,,,,,13
2026-08-26T19:00:00,bkp122t,6.7,,,,,,11
2026-08-26T19:00:00,bkp123t,6.1,,,,,,10
2026-08-26T19:00:00,bkp124t,9.8,,,,,,16
2026-08-26T19:00:00,bkp125t,11.5,,,,,,19
2026-08-26T19:00:00,bkp126t,10.2,,,,,,17
2026-08-26T19:00:00,bkp127t,9.0,,,,,,15
2026-08-26T19:00:00,bkp128t,5.8,,,,,,10
2026-08-26T19:00:00,bkp129t,6.8,,,,,,11
2026-08-26T19:00:00,bkp130t,5.9,,,,,,10
2026-08-26T19:00:00,bkp131t,7.6,,,,,,13
2026-08-26T19:00:00,bkp133t,7.2,,,,,,12
2026-08-26T20:00:00,bkp56t,10.2,41.0,,,,,21
2026-08-26T20:00:00,bkp57t,11.7,33.0,,,,,20
2026-08-26T20:00:00,bkp58t,16.6,43.0,,,,,30
2026-08-26T20:00:00,bkp59t,6.8,32.0,,,,,16
2026-08-26T20:00:00,bkp60t,7.4,28.0,,,,,14
2026-08-26T20:00:00,bkp61t,7.5,17.0,,,,,13
2026-08-26T20:00:00,bkp62t,14.1,,,,,,24
2026-08-26T20:00:00,bkp63t,10.1,,,,,,17
2026-08-26T20:00:00,bkp64t,16.8,,,,,,30
2026-08-26T20:00:00,bkp65t,12.3,,,,,,21
2026-08-26T20:00:00,bkp66t,15.2,,,,,,26
2026-08-26T20:00:00,bkp67t,13.7,,,,,,23
2026-08-26T20:00:00,bkp69t,13.1,,,,,,22
2026-08-26T20:00:00,bkp70t,6.7,24.0,,,,,12
2026-08-26T20:00:00,bkp71t,8.3,23.0,,,,,14
2026-08-26T20:00:00,bkp72t,22.3,45.0,,,,,43
2026-08-26T19:00:00,bkp73t,8.9,,,,,,15
2026-08-26T20:00:00,bkp74t,5.4,22.0,,,,,11
2026-08-26T20:00:00,bkp75t,9.4,21.0,,,,,16
2026-08-26T19:00:00,bkp76t,6.2,,,,,,10
2026-08-26T20:00:00,bkp77t,7.4,19.0,,,,,12
2026-08-26T20:00:00,bkp78t,17.9,,,,,,33
2026-08-26T20:00:00,bkp79t,13.2,22.0,,,,,22
2026-08-26T20:00:00,bkp80t,11.5,42.0,,,,,21
2026-08-26T20:00:00,bkp81t,16.9,57.0,,,,,31
2026-08-26T20:00:00,bkp82t,11.7,,,,,,20
2026-08-26T20:00:00,bkp83t,8.5,,,,,,14
2026-08-26T20:00:00,bkp84t,23.4,38.0,,,,,46
2026-08-26T20:00:00,bkp85t,13.3,,,,,,22
2026-08-26T20:00:00,bkp86t,9.8,11.0,,,,,16
2026-08-26T20:00:00,bkp87t,7.5,16.0,,,,,13
2026-08-26T20:00:00,bkp88t,14.0,,,,,,23
2026-08-26T20:00:00,bkp89t,15.3,42.0,,,,,26
2026-08-26T20:00:00,bkp90t,12.5,35.0,,,,,21
2026-08-26T20:00:00,bkp91t,8.6,27.0,,,,,14
2026-08-26T20:00:00,bkp92t,12.2,,,,,,20
2026-08-26T20:00:00,bkp93t,5.9,20.0,,,,,10
2026-08-26T19:00:00,bkp94t,12.3,,,,,,21
2026-08-26T20:00:00,bkp95t,11.7,,,,,,20
2026-08-26T19:00:00,bkp96t,8.9,16.0,,,,,15
2026-08-26T19:00:00,bkp97t,10.7,,,,,,18
2026-08-26T20:00:00,bkp98t,14.5,,,,,,24
2026-08-26T20:00:00,bkp99t,8.2,10.0,,,,,14
2026-08-26T17:00:00,o10,9.9,,,,,,17
2026-08-26T19:00:00,79t,12.5,,,,,,21
2026-08-26T20:00:00,107t,12.1,,32.0,0.2,7.0,0.0,23
2026-08-26T20:00:00,94t,11.6,22.0,,,,,19
