measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-08-19T16:00:00,119t,7.9,,19.0,1.2,0.0,2.0,14
2026-08-19T16:00:00,02t,13.0,,,,,,22
2026-08-19T15:00:00,03t,17.3,,,,,,31
2026-08-19T15:00:00,05t,13.8,,,,,,23
2026-08-19T15:00:00,12t,13.6,,,,,,23
2026-08-19T16:00:00,50t,16.7,,,,,,30
2026-08-19T16:00:00,52t,16.3,,,,,,29
2026-08-19T16:00:00,53t,16.1,,,,,,28
2026-08-19T15:00:00,54t,17.2,,,,,,31
2026-08-19T16:00:00,59t,12.5,25.0,33.0,0.6,,,24
2026-08-19T16:00:00,61t,13.1,,,,,,22
2026-08-19T16:00:00,bkp100t,9.0,,,,,,15
2026-08-19T16:00:00,bkp101t,14.8,20.0,,,,,25
2026-08-19T16:00:00,bkp102t,13.4,48.0,,,,,24
2026-08-19T16:00:00,bkp103t,14.5,,,,,,24
2026-08-19T16:00:00,bkp104t,14.1,29.0,,,,,24
2026-08-19T16:00:00,bkp105t,22.0,,,,,,43
2026-08-19T16:00:00,bkp114t,9.4,,,,,,16
2026-08-19T16:00:00,bkp115t,10.0,,,,,,17
2026-08-19T16:00:00,bkp116t,9.5,,,,,,16
2026-08-19T16:00:00,bkp117t,10.6,,,,,,18
2026-08-19T16:00:00,bkp118t,16.5,,,,,,29
2026-08-19T16:00:00,bkp119t,10.7,,,,,,18
2026-08-19T16:00:00,bkp120t,11.3,,,,,,19
2026-08-19T16:00:00,bkp121t,13.1,,,,,,22
2026-08-19T16:00:00,bkp122t,10.0,,,,,,17
2026-08-19T16:00:00,bkp123t,8.7,,,,,,15
2026-08-19T16:00:00,bkp124t,14.7,,,,,,25
2026-08-19T16:00:00,bkp125t,16.2,,,,,,29
2026-08-19T16:00:00,bkp126t,13.1,,,,,,22
2026-08-19T16:00:00,bkp127t,18.3,,,,,,34
2026-08-19T16:00:00,bkp128t,11.7,,,,,,20
2026-08-19T16:00:00,bkp129t,10.4,,,,,,17
2026-08-19T16:00:00,bkp130t,9.0,,,,,,15
2026-08-19T16:00:00,bkp131t,13.7,,,,,,23
2026-08-19T16:00:00,bkp133t,12.8,,,,,,21
2026-08-19T16:00:00,bkp56t,14.3,53.0,,,,,28
