measured_at,station_code,pm25,pm10,o3,co,no2,so2,aqi
2026-09-27T02:00:00,119t,4.5,,15.0,0.4,0.0,3.0,11
2026-09-27T02:00:00,02t,8.7,,,,,,15
2026-09-26T15:00:00,03t,9.4,,,,,,16
2026-09-26T15:00:00,05t,7.5,,,,,,13
2026-09-26T15:00:00,12t,7.4,,,,,,12
2026-09-27T02:00:00,50t,10.7,,,,,,18
2026-09-27T02:00:00,52t,7.9,,,,,,13
2026-09-27T02:00:00,53t,6.2,,,,,,10
2026-09-26T15:00:00,54t,9.7,,,,,,16
2026-09-27T02:00:00,59t,5.8,15.0,,,2.0,,10
2026-09-27T02:00:00,61t,8.9,,,,,,15
2026-09-27T02:00:00,bkp100t,4.5,,,,,,8
2026-09-27T02:00:00,bkp101t,9.3,6.0,,,,,16
2026-09-27T02:00:00,bkp102t,5.0,15.0,,,,,8
2026-09-26T23:00:00,bkp103t,9.1,,,,,,15
2026-09-27T02:00:00,bkp104t,6.3,13.0,,,,,11
2026-09-27T02:00:00,bkp105t,11.5,,,,,,19
2026-09-27T01:00:00,bkp114t,5.4,,,,,,9
2026-09-27T02:00:00,bkp115t,6.2,,,,,,10
2026-09-27T02:00:00,bkp116t,5.5,,,,,,9
2026-09-27T02:00:00,bkp117t,4.5,,,,,,8
2026-09-26T09:00:00,bkp118t,8.7,,,,,,15
2026-09-27T02:00:00,bkp119t,5.4,,,,,,9
2026-09-27T02:00:00,bkp120t,8.3,,,,,,14
2026-09-27T02:00:00,bkp121t,4.3,,,,,,7
2026-09-27T02:00:00,bkp122t,3.8,,,,,,6
2026-09-27T02:00:00,bkp123t,4.9,,,,,,8
2026-09-27T02:00:00,bkp124t,9.5,,,,,,16
2026-09-27T02:00:00,bkp125t,9.8,,,,,,16
2026-09-27T02:00:00,bkp126t,6.8,,,,,,11
2026-09-27T02:00:00,bkp127t,6.6,,,,,,11
2026-09-26T07:00:00,bkp128t,5.0,,,,,,8
2026-09-27T02:00:00,bkp129t,3.9,,,,,,7
2026-09-27T02:00:00,bkp130t,5.3,,,,,,9
2026-09-27T02:00:00,bkp131t,4.8,,,,,,8
2026-09-27T02:00:00,bkp133t,5.5,,,,,,9
2026-09-27T02:00:00,bkp56t,4.7,26.0,,,,,13
2026-09-27T02:00:00,bkp57t,6.5,26.0,,,,,13
2026-09-27T02:00:00,bkp58t,11.0,34.0,,,,,18
